customer_id,source_category,recommended_product_id,recommended_product_name,recommended_category,recommendation_score,expected_order_value_zar,activation_channel
CUST-005803,Lifestyle,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.4441,169.59,Email + onsite
CUST-005804,Lifestyle,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.2771,154.44,Email + onsite
CUST-005805,Lifestyle,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3564,187.83,Email + onsite
CUST-005806,Lifestyle,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.4124,185.04,Email + onsite
CUST-005808,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.2879,165.16,Email + onsite
CUST-005810,Home Organisation,SKU-KIT-003,Digital Kitchen Scale,Kitchen,0.2688,235.95,Email + onsite
CUST-005811,Workspace,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3403,188.08,Email + onsite
CUST-005813,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.4280,192.96,Email + onsite
CUST-005815,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.2973,205.25,Email + onsite
CUST-005817,Bedroom,SKU-BATH-002,Soap Dispenser Set,Bathroom,0.2770,166.10,Email + onsite
CUST-005818,Workspace,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3944,198.85,Email + onsite
CUST-005819,Lifestyle,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3122,164.55,Email + onsite
CUST-005820,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.4231,177.09,Email + onsite
CUST-005821,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.4359,151.66,Email + onsite
CUST-005823,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.3768,158.11,Email + onsite
CUST-005824,Workspace,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2512,180.46,Email + onsite
CUST-005827,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.2783,177.33,Email + onsite
CUST-005829,Lifestyle,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2360,182.01,Email + onsite
CUST-005834,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.4166,196.07,Email + onsite
CUST-005836,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.4683,189.30,Onsite only
CUST-005837,Home Organisation,SKU-KIT-001,Airtight Pantry Labels,Kitchen,0.2473,117.57,Email + onsite
CUST-005839,Bedroom,SKU-BATH-001,Bath Towel Bundle,Bathroom,0.2694,527.99,Email + onsite
CUST-005841,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.6936,207.79,Email + onsite
CUST-005842,Decor,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.1981,213.03,Email + onsite
CUST-005844,Home Essentials,SKU-KIT-003,Digital Kitchen Scale,Kitchen,0.2847,285.40,Email + onsite
CUST-005845,Pet,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2822,208.42,Onsite only
CUST-005849,Bathroom,SKU-BED-001,Cotton Bedding Bundle,Bedroom,0.3831,833.31,Email + onsite
CUST-005850,Lifestyle,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.5583,139.70,Email + onsite
CUST-005852,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.4595,217.50,Email + onsite
CUST-005853,Workspace,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.4128,186.47,Email + onsite
CUST-005855,Bedroom,SKU-BATH-001,Bath Towel Bundle,Bathroom,0.4120,488.01,Email + onsite
CUST-005856,Lifestyle,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3238,135.03,Email + onsite
CUST-005858,Lifestyle,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.5400,155.77,Email + onsite
CUST-005860,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2538,229.94,Email + onsite
CUST-005862,Lifestyle,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.4948,206.44,Email + onsite
CUST-005864,Bathroom,SKU-BED-002,Luxury Throw Blanket,Bedroom,0.3873,701.63,Email + onsite
CUST-005865,Home Essentials,SKU-KIT-006,Reusable Food Wraps,Kitchen,0.4344,131.90,Email + onsite
CUST-005866,Workspace,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.4582,144.59,Email + onsite
CUST-005870,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2384,229.14,Email + onsite
CUST-005871,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.3284,187.59,Email + onsite
CUST-005873,Lifestyle,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2392,192.68,Email + onsite
CUST-005874,Home Organisation,SKU-KIT-004,Copper Water Bottle,Kitchen,0.3784,181.87,Email + onsite
CUST-005876,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2959,232.74,Email + onsite
CUST-005877,Decor,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.2119,173.75,Email + onsite
CUST-005880,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2519,223.30,Email + onsite
CUST-005881,Wellness,SKU-LIFE-001,Reusable Shopper Totes,Lifestyle,0.2812,102.43,Email + onsite
CUST-005882,Bathroom,SKU-BED-001,Cotton Bedding Bundle,Bedroom,0.2645,864.14,Onsite only
CUST-005883,Lifestyle,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.6143,174.91,Email + onsite
CUST-005884,Lifestyle,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.4590,158.34,Email + onsite
CUST-005887,Bedroom,SKU-BATH-002,Soap Dispenser Set,Bathroom,0.3270,141.16,Email + onsite
CUST-005889,Workspace,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3762,178.51,Email + onsite
CUST-005891,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.4509,184.41,Email + onsite
CUST-005893,Bathroom,SKU-BED-001,Cotton Bedding Bundle,Bedroom,0.5049,874.80,Onsite only
CUST-005894,Home Organisation,SKU-KIT-005,Silicone Utensil Set,Kitchen,0.4086,172.18,Email + onsite
CUST-005896,Workspace,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.5071,211.25,Email + onsite
CUST-005897,Home Essentials,SKU-KIT-002,Ceramic Dinner Set,Kitchen,0.1979,778.12,Email + onsite
CUST-005899,Bathroom,SKU-BED-002,Luxury Throw Blanket,Bedroom,0.3252,495.58,Email + onsite
CUST-005900,Workspace,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.4171,176.70,Email + onsite
CUST-005901,Decor,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.3052,190.75,Email + onsite
CUST-005904,Home Organisation,SKU-KIT-005,Silicone Utensil Set,Kitchen,0.3051,165.94,Email + onsite
CUST-005910,Lifestyle,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.2181,151.04,Onsite only
CUST-005911,Home Essentials,SKU-KIT-006,Reusable Food Wraps,Kitchen,0.6053,123.37,Email + onsite
CUST-005912,Home Essentials,SKU-KIT-006,Reusable Food Wraps,Kitchen,0.3087,111.35,Email + onsite
CUST-005913,Bedroom,SKU-BATH-002,Soap Dispenser Set,Bathroom,0.3676,157.03,Email + onsite
CUST-005914,Lifestyle,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3156,218.46,Email + onsite
CUST-005915,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.3621,163.12,Onsite only
CUST-005919,Home Organisation,SKU-KIT-004,Copper Water Bottle,Kitchen,0.2250,180.07,Onsite only
CUST-005920,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.2565,212.05,Email + onsite
CUST-005927,Decor,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.3610,183.64,Email + onsite
CUST-005929,Home Organisation,SKU-KIT-001,Airtight Pantry Labels,Kitchen,0.3956,93.99,Onsite only
CUST-005932,Outdoor,SKU-LIFE-002,Scented Candle Duo,Lifestyle,0.2866,109.68,Email + onsite
CUST-005933,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.4573,151.27,Onsite only
CUST-005934,Bedroom,SKU-BATH-001,Bath Towel Bundle,Bathroom,0.4162,451.20,Email + onsite
CUST-005937,Workspace,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3692,194.81,Email + onsite
CUST-005938,Home Essentials,SKU-KIT-006,Reusable Food Wraps,Kitchen,0.2978,104.77,Email + onsite
CUST-005939,Workspace,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.5449,140.04,Email + onsite
CUST-005944,Workspace,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.2128,198.59,Email + onsite
CUST-005946,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.3072,162.62,Email + onsite
CUST-005947,Lifestyle,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3678,136.34,Email + onsite
CUST-005948,Workspace,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.4855,143.46,Email + onsite
CUST-005949,Lifestyle,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.4812,175.71,Onsite only
CUST-005951,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.4330,149.82,Email + onsite
CUST-005955,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.4344,154.54,Onsite only
CUST-005957,Home Organisation,SKU-KIT-006,Reusable Food Wraps,Kitchen,0.3321,118.96,Email + onsite
CUST-005958,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.4471,175.73,Email + onsite
CUST-005959,Workspace,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.2437,159.09,Email + onsite
CUST-005960,Workspace,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.2656,184.54,Email + onsite
CUST-005962,Workspace,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3360,184.03,Email + onsite
CUST-005964,Home Organisation,SKU-KIT-004,Copper Water Bottle,Kitchen,0.3174,216.74,Onsite only
CUST-005967,Decor,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.4198,183.55,Email + onsite
CUST-005969,Decor,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.3859,204.59,Email + onsite
CUST-005972,Workspace,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.3369,165.44,Email + onsite
CUST-005973,Decor,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.5452,213.00,Email + onsite
CUST-005976,Workspace,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.5857,209.48,Email + onsite
CUST-005977,Bedroom,SKU-BATH-002,Soap Dispenser Set,Bathroom,0.3029,166.91,Email + onsite
CUST-005978,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2714,207.07,Email + onsite
CUST-005979,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.2981,172.48,Email + onsite
CUST-005980,Bedroom,SKU-BATH-001,Bath Towel Bundle,Bathroom,0.2511,453.92,Email + onsite
CUST-005981,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.3038,179.56,Email + onsite
CUST-005983,Bathroom,SKU-BED-003,Pillow Protector Pair,Bedroom,0.3530,147.02,Email + onsite
CUST-005988,Bedroom,SKU-BATH-002,Soap Dispenser Set,Bathroom,0.5865,162.53,Email + onsite
CUST-005990,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2548,226.41,Email + onsite
CUST-005991,Bedroom,SKU-BATH-001,Bath Towel Bundle,Bathroom,0.4270,478.07,Email + onsite
CUST-005996,Home Organisation,SKU-KIT-006,Reusable Food Wraps,Kitchen,0.2770,112.74,Email + onsite
CUST-005998,Bedroom,SKU-BATH-001,Bath Towel Bundle,Bathroom,0.3546,402.07,Email + onsite
CUST-005999,Bedroom,SKU-BATH-001,Bath Towel Bundle,Bathroom,0.3016,444.67,Onsite only
CUST-006003,Workspace,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.4270,200.44,Email + onsite
CUST-006006,Decor,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2820,227.23,Email + onsite
CUST-006007,Pet,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.3576,161.63,Email + onsite
CUST-006008,Decor,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3032,166.21,Email + onsite
CUST-006009,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.4546,173.08,Email + onsite
CUST-006010,Bedroom,SKU-BATH-002,Soap Dispenser Set,Bathroom,0.3696,121.15,Email + onsite
CUST-006014,Lifestyle,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.4793,176.39,Email + onsite
CUST-006015,Pet,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.3907,174.57,Email + onsite
CUST-006016,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.2315,193.89,Email + onsite
CUST-006018,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3611,171.02,Email + onsite
CUST-006020,Home Organisation,SKU-KIT-005,Silicone Utensil Set,Kitchen,0.2330,132.14,Email + onsite
CUST-006022,Bathroom,SKU-BED-001,Cotton Bedding Bundle,Bedroom,0.3724,640.14,Email + onsite
CUST-006023,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.5099,164.60,Email + onsite
CUST-006024,Lifestyle,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.4341,198.82,Email + onsite
CUST-006025,Workspace,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.6628,199.04,Email + onsite
CUST-006026,Bedroom,SKU-BATH-002,Soap Dispenser Set,Bathroom,0.2412,139.54,Onsite only
CUST-006031,Home Organisation,SKU-KIT-002,Ceramic Dinner Set,Kitchen,0.5127,564.72,Email + onsite
CUST-006033,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.4606,230.76,Email + onsite
CUST-006035,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2040,208.36,Email + onsite
CUST-006041,Workspace,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.4319,146.74,Email + onsite
CUST-006043,Workspace,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.4404,205.64,Email + onsite
CUST-006044,Pet,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.4192,177.94,Email + onsite
CUST-006045,Home Essentials,SKU-KIT-001,Airtight Pantry Labels,Kitchen,0.4014,82.09,Email + onsite
CUST-006046,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.2624,184.45,Email + onsite
CUST-006050,Workspace,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.4222,169.23,Onsite only
CUST-006051,Home Organisation,SKU-KIT-003,Digital Kitchen Scale,Kitchen,0.2692,199.83,Email + onsite
CUST-006052,Pet,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2188,208.59,Email + onsite
CUST-006053,Decor,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.2397,202.49,Email + onsite
CUST-006054,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2819,244.91,Email + onsite
CUST-006055,Pet,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.2529,162.59,Email + onsite
CUST-006058,Bathroom,SKU-BED-001,Cotton Bedding Bundle,Bedroom,0.3082,918.99,Email + onsite
CUST-006064,Pet,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3437,209.18,Email + onsite
CUST-006065,Home Organisation,SKU-KIT-005,Silicone Utensil Set,Kitchen,0.4265,132.18,Email + onsite
CUST-006067,Workspace,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.2940,202.85,Email + onsite
CUST-006070,Workspace,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.5530,193.96,Email + onsite
CUST-006073,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.6065,144.09,Email + onsite
CUST-006075,Lifestyle,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3497,163.13,Email + onsite
CUST-006077,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3697,209.25,Email + onsite
CUST-006079,Lifestyle,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.4793,180.24,Email + onsite
CUST-006080,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.2894,151.69,Onsite only
CUST-006081,Bathroom,SKU-BED-003,Pillow Protector Pair,Bedroom,0.5032,150.31,Email + onsite
CUST-006086,Bathroom,SKU-BED-001,Cotton Bedding Bundle,Bedroom,0.4107,650.96,Email + onsite
CUST-006087,Workspace,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.2213,206.43,Email + onsite
CUST-006089,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2874,200.17,Email + onsite
CUST-006092,Bedroom,SKU-BATH-002,Soap Dispenser Set,Bathroom,0.4077,123.92,Email + onsite
CUST-006093,Home Organisation,SKU-KIT-002,Ceramic Dinner Set,Kitchen,0.4637,560.42,Email + onsite
CUST-006094,Bedroom,SKU-BATH-001,Bath Towel Bundle,Bathroom,0.2032,403.88,Onsite only
CUST-006096,Bathroom,SKU-BED-003,Pillow Protector Pair,Bedroom,0.4117,160.45,Email + onsite
CUST-006097,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3362,202.21,Email + onsite
CUST-006098,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.2625,134.48,Email + onsite
CUST-006103,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.4643,208.67,Email + onsite
CUST-006110,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.6619,181.06,Email + onsite
CUST-006113,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3627,152.73,Onsite only
CUST-006115,Bedroom,SKU-BATH-002,Soap Dispenser Set,Bathroom,0.3294,156.96,Email + onsite
CUST-006119,Home Essentials,SKU-KIT-004,Copper Water Bottle,Kitchen,0.3718,205.96,Onsite only
CUST-006123,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3930,228.10,Email + onsite
CUST-006126,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2784,185.86,Onsite only
CUST-006127,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.5107,166.50,Email + onsite
CUST-006129,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.6347,208.68,Email + onsite
CUST-006131,Lifestyle,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.4077,236.71,Email + onsite
CUST-006132,Home Organisation,SKU-KIT-004,Copper Water Bottle,Kitchen,0.2080,171.68,Email + onsite
CUST-006133,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.2827,149.09,Email + onsite
CUST-006140,Outdoor,SKU-LIFE-004,Insulated Travel Mug,Lifestyle,0.2740,178.81,Email + onsite
CUST-006141,Home Organisation,SKU-KIT-001,Airtight Pantry Labels,Kitchen,0.3392,97.94,Email + onsite
CUST-006142,Decor,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.2292,155.68,Email + onsite
CUST-006143,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2195,181.32,Email + onsite
CUST-006144,Pet,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3031,143.13,Email + onsite
CUST-006147,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.2876,169.35,Email + onsite
CUST-006148,Lifestyle,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.2995,157.77,Email + onsite
CUST-006151,Pet,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.2879,196.19,Onsite only
CUST-006155,Decor,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.4776,198.39,Onsite only
CUST-006156,Lifestyle,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3022,144.18,Email + onsite
CUST-006160,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.2784,177.83,Email + onsite
CUST-006161,Home Essentials,SKU-KIT-006,Reusable Food Wraps,Kitchen,0.2405,103.74,Email + onsite
CUST-006163,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.2225,195.62,Onsite only
CUST-006165,Workspace,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2569,213.98,Email + onsite
CUST-006168,Home Organisation,SKU-KIT-001,Airtight Pantry Labels,Kitchen,0.2881,98.51,Email + onsite
CUST-006171,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.4956,171.17,Email + onsite
CUST-006172,Outdoor,SKU-LIFE-001,Reusable Shopper Totes,Lifestyle,0.5382,71.33,Email + onsite
CUST-006177,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.4008,190.72,Onsite only
CUST-006183,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.4782,162.38,Email + onsite
CUST-006186,Lifestyle,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3010,184.51,Email + onsite
CUST-006187,Home Organisation,SKU-KIT-005,Silicone Utensil Set,Kitchen,0.4623,163.54,Onsite only
CUST-006190,Lifestyle,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2511,208.89,Email + onsite
CUST-006191,Bedroom,SKU-BATH-001,Bath Towel Bundle,Bathroom,0.2078,376.21,Onsite only
CUST-006194,Bedroom,SKU-BATH-002,Soap Dispenser Set,Bathroom,0.2696,123.44,Email + onsite
CUST-006195,Home Organisation,SKU-KIT-003,Digital Kitchen Scale,Kitchen,0.3140,211.31,Email + onsite
CUST-006196,Lifestyle,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.4985,221.00,Onsite only
CUST-006198,Home Organisation,SKU-KIT-003,Digital Kitchen Scale,Kitchen,0.3753,254.40,Onsite only
CUST-006204,Bathroom,SKU-BED-003,Pillow Protector Pair,Bedroom,0.2337,162.08,Email + onsite
CUST-006207,Workspace,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3107,192.49,Email + onsite
CUST-006209,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3802,192.87,Email + onsite
CUST-006212,Workspace,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.2712,189.33,Email + onsite
CUST-006213,Home Organisation,SKU-KIT-005,Silicone Utensil Set,Kitchen,0.3162,127.52,Email + onsite
CUST-006215,Home Organisation,SKU-KIT-004,Copper Water Bottle,Kitchen,0.3778,182.95,Email + onsite
CUST-006217,Pet,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.5792,154.08,Email + onsite
CUST-006220,Home Organisation,SKU-KIT-002,Ceramic Dinner Set,Kitchen,0.4061,617.79,Email + onsite
CUST-006225,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3270,185.33,Email + onsite
CUST-006231,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2422,218.71,Email + onsite
CUST-006233,Home Organisation,SKU-KIT-001,Airtight Pantry Labels,Kitchen,0.4838,108.34,Email + onsite
CUST-006234,Home Organisation,SKU-KIT-005,Silicone Utensil Set,Kitchen,0.4639,185.46,Email + onsite
CUST-006236,Workspace,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.3394,143.68,Email + onsite
CUST-006241,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.1969,180.52,Email + onsite
CUST-006242,Bedroom,SKU-BATH-002,Soap Dispenser Set,Bathroom,0.4545,162.39,Email + onsite
CUST-006243,Decor,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.4654,153.63,Email + onsite
CUST-006246,Pet,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.5250,189.45,Email + onsite
CUST-006248,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.3615,157.08,Email + onsite
CUST-006251,Home Organisation,SKU-KIT-003,Digital Kitchen Scale,Kitchen,0.3659,285.53,Email + onsite
CUST-006258,Lifestyle,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3997,230.75,Email + onsite
CUST-006260,Bedroom,SKU-BATH-002,Soap Dispenser Set,Bathroom,0.3306,170.19,Email + onsite
CUST-006263,Pet,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.4003,247.83,Email + onsite
CUST-006264,Home Organisation,SKU-KIT-005,Silicone Utensil Set,Kitchen,0.4521,160.22,Email + onsite
CUST-006266,Workspace,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2894,184.02,Onsite only
CUST-006269,Bedroom,SKU-BATH-002,Soap Dispenser Set,Bathroom,0.5025,123.03,Email + onsite
CUST-006273,Bedroom,SKU-BATH-001,Bath Towel Bundle,Bathroom,0.5057,528.68,Email + onsite
CUST-006274,Lifestyle,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2551,204.38,Onsite only
CUST-006276,Lifestyle,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3602,175.92,Onsite only
CUST-006279,Bedroom,SKU-BATH-002,Soap Dispenser Set,Bathroom,0.2705,133.79,Email + onsite
CUST-006280,Bedroom,SKU-BATH-002,Soap Dispenser Set,Bathroom,0.3753,130.44,Email + onsite
CUST-006283,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.2547,165.52,Email + onsite
CUST-006286,Bedroom,SKU-BATH-002,Soap Dispenser Set,Bathroom,0.2758,145.45,Email + onsite
CUST-006291,Home Essentials,SKU-KIT-001,Airtight Pantry Labels,Kitchen,0.4672,93.45,Email + onsite
CUST-006293,Bathroom,SKU-BED-002,Luxury Throw Blanket,Bedroom,0.3166,552.66,Email + onsite
CUST-006294,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3583,148.21,Onsite only
CUST-006295,Decor,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3609,205.17,Onsite only
CUST-006298,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.4048,199.55,Email + onsite
CUST-006300,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.4058,205.85,Email + onsite
CUST-006302,Bedroom,SKU-BATH-002,Soap Dispenser Set,Bathroom,0.2532,137.07,Onsite only
CUST-006303,Bathroom,SKU-BED-001,Cotton Bedding Bundle,Bedroom,0.3490,880.58,Email + onsite
CUST-006305,Pet,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3880,220.53,Email + onsite
CUST-006306,Bedroom,SKU-BATH-001,Bath Towel Bundle,Bathroom,0.2673,441.95,Email + onsite
CUST-006311,Home Organisation,SKU-KIT-002,Ceramic Dinner Set,Kitchen,0.3688,786.54,Email + onsite
CUST-006313,Decor,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3393,251.31,Email + onsite
CUST-006315,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.2381,170.59,Email + onsite
CUST-006316,Home Organisation,SKU-KIT-001,Airtight Pantry Labels,Kitchen,0.2328,102.05,Onsite only
CUST-006318,Bathroom,SKU-BED-001,Cotton Bedding Bundle,Bedroom,0.3854,938.05,Email + onsite
CUST-006321,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.2782,207.43,Onsite only
CUST-006322,Bedroom,SKU-BATH-001,Bath Towel Bundle,Bathroom,0.2990,445.36,Email + onsite
CUST-006325,Bedroom,SKU-BATH-001,Bath Towel Bundle,Bathroom,0.3861,504.55,Email + onsite
