date,customer_id,campaign_id,campaign_name,campaign_status,ad_group_id,impressions,clicks,cost_micros,conversions,conversion_value,currency_code,device,network
"June 23, 2024",7654726648,291838,brand_sa_q1,enabled,626527,30670,2560,11483038123,38.86,828.06,ZAR ,MOBILE,
,3336840144,496933,Awareness_Display_ZA,paused,377752,22851,1344,2539881341,52.72,4544.0,USD,,youtube
,9435697328,426932,BRAND SA Q1,paused,854407,84443,4149,15253516174,220.98,1450.86,ZAR,mobile,display
"March 21, 2024",2257601005,735553,brand_sa_q1,,879203,12282,899,973792952,60.36,,,Desktop,YOUTUBE
20240810,6766116285,112401,retargeting lapsed,PAUSED,893585,86358,1152,6158625658,,4073.92,USD,desktop,search
29-07-2024,2696545925,438455,black friday,REMOVED,407171,82746,879,8954557647,39.6,2184.92,ZAR ,,YOUTUBE
22-01-2024,,151707,Black Friday 2024,PAUSED,103124,19701,1704,9562746698,5.39,4509.65,ZAR ,,search
20240801,3162279218,501502,Retargeting_Lapsed,ENABLED,413302,52300,2124,,124.48,960.32,zar,,DISPLAY
"July 25, 2024",9178867619,558143,UNKNOWN,enabled,749733,91714,1213,12867295631,54.07,4573.92,ZAR,,search
20240924,1292925274,697252,,enabled,665175,53174,3062,22155045366,,2913.4,USD,Tablet,
17/10/2024,5936288553,613638,retargeting lapsed,REMOVED,317217,90984,2075,26348726849,36.98,405.99,ZAR,,display
"June 10, 2024",6090651329,375032,Brand_SA_Q1,PAUSED,517673,85008,7886,105886881163,50.22,,zar,Mobile,
2024-01-31,4147816743,130908,Awareness_Display_ZA,PAUSED,25661,56889,3118,28860304379,112.81,2680.47,usd,mobile,display
15-09-2024,4630321227,765642,Retargeting_Lapsed,,251931,78299,280,1602908643,15.27,,,,DISPLAY
2024-04-17,3749383087,647257,retargeting lapsed,enabled,419967,492,2,17439704,0.09,2103.15,ZAR ,tablet,DISPLAY
2024-07-03,2550761377,791083,,ENABLED,313888,89659,5506,75642927149,76.24,4912.8,ZAR	,,DISPLAY
26-12-2024,4299026529,210598,Awareness_Display_ZA,enabled,331857,78581,7072,75772913581,136.52,2355.41,zar,desktop,YOUTUBE
06-05-2024,2446412953,844915,BRAND SA Q1,PAUSED,56373,28304,66,682720472,0.57,763.08,ZAR,Mobile,DISPLAY
20240818,6518655115,725174,Brand_SA_Q1,paused,680863,53896,1157,7713008909,75.98,,zar,mobile,SEARCH
"December 08, 2024",2567191025,802738,Retargeting_Lapsed,REMOVED,639081,96932,3588,12327817362,54.64,4743.14,USD,,display
29-12-2024,1382743701,999461,Awareness_Display_ZA,,577096,86183,4137,29989089039,142.44,4118.63,zar,desktop,
"March 24, 2024",2461753765,596376,BRAND SA Q1,,961405,32200,3131,21890570349,,,zar,mobile,search
20240118,1862552369,473705,Awareness_Display_ZA,ENABLED,485744,47873,4270,31435731570,124.82,3947.21,ZAR ,desktop,display
20240127,2900245452,417895,BRAND SA Q1,,711742,83377,921,4684498269,58.97,1612.63,ZAR	,tablet,DISPLAY
20241123,1044664813,169606,Black Friday 2024,PAUSED,105586,40041,3559,31926305004,288.75,4108.15,zar,tablet,youtube
31-05-2024,4082953141,726449,UNKNOWN,REMOVED,133718,61929,1584,6603802049,,1248.65,usd,Desktop,DISPLAY
23-03-2024,5271079533,104798,BRAND SA Q1,enabled,832185,31596,1217,17219336236,59.82,,zar,Tablet,
"September 10, 2024",1040902133,893136,BRAND SA Q1,,97191,91279,716,1341856684,51.48,3816.52,zar,Tablet,youtube
"August 16, 2024",8920034924,174515,brand_sa_q1,REMOVED,987974,13034,1278,2886163494,,4555.34,ZAR	,,YOUTUBE
03-04-2024,6480407819,988224,black friday,enabled,21236,59966,4505,16377890570,95.51,,ZAR	,mobile,search
01-01-2024,,106833,UNKNOWN,ENABLED,691009,53125,878,3168060718,36.14,1826.79,ZAR,Desktop,youtube
20240415,8198412443,815286,black friday,enabled,660438,16524,35,519768283,1.14,,usd,,
2024-07-06,1658868541,757817,brand_sa_q1,PAUSED,733014,97561,4290,28661897596,67.75,1721.63,usd,Tablet,SEARCH
2024-10-12,6565653582,975447,BRAND SA Q1,,456917,26783,52,429501404,1.12,1480.96,,mobile,
"May 15, 2024",1299375585,861349,Awareness_Display_ZA,paused,962337,28302,2277,4032599810,107.21,3830.76,zar,mobile,YOUTUBE
10-03-2024,3856047593,137446,UNKNOWN,REMOVED,,88126,8573,94428077655,312.89,1457.11,,desktop,SEARCH
20240317,1367551022,274827,Brand_SA_Q1,paused,914536,64173,3279,28698168077,250.28,,ZAR	,Desktop,youtube
"September 06, 2024",2214513930,947562,UNKNOWN,PAUSED,942552,76416,1203,1208406938,97.72,11.04,ZAR	,,display
13-06-2024,4419765941,697352,UNKNOWN,PAUSED,607637,77850,1561,4845141672,10.06,4950.97,zar,Tablet,SEARCH
13-12-2024,7791324340,899003,Retargeting_Lapsed,PAUSED,463695,77244,5827,75405555673,335.68,2300.2,usd,MOBILE,youtube
24-11-2024,9986962132,703315,Black Friday 2024,,694277,25214,2240,9004839814,174.41,3570.13,ZAR,,youtube
"August 11, 2024",6626504154,297308,retargeting lapsed,PAUSED,248333,84540,7308,24274179950,95.73,,zar,Mobile,search
2024-02-09,5918356368,344077,Black Friday 2024,PAUSED,825466,27820,932,2945652523,65.29,2022.27,usd,desktop,DISPLAY
"June 30, 2024",1023278140,383717,,REMOVED,751415,63669,610,6336964948,28.98,,USD,mobile,YOUTUBE
,3489997648,435167,UNKNOWN,ENABLED,190680,16726,21,,1.32,3323.55,USD,DESKTOP,DISPLAY
,1449357852,500154,Brand_SA_Q1,,965069,69563,2906,9308492571,8.57,1935.47,zar,,display
06-09-2024,2596130621,787049,Brand_SA_Q1,paused,476702,5969,405,2133103051,6.06,301.75,,Mobile,youtube
20241224,4768653887,635692,brand_sa_q1,ENABLED,762169,45358,4285,17717726266,189.74,1654.8,ZAR	,mobile,SEARCH
"December 19, 2024",1415708953,932008,retargeting lapsed,PAUSED,651493,13473,1058,,60.98,,zar,Tablet,DISPLAY
20/03/2024,3803079663,904907,Brand_SA_Q1,PAUSED,466487,82279,2589,8374887494,173.93,2838.62,,Tablet,
2024-01-24,4275730160,166347,BRAND SA Q1,,724390,92144,4558,63233305253,438.94,,ZAR,MOBILE,
"March 31, 2024",6291591363,125217,Awareness_Display_ZA,paused,634512,77754,3960,24761782964,292.21,,,,
20241103,7861887318,723738,brand_sa_q1,ENABLED,206018,21591,1003,10468696553,7.12,4244.62,,MOBILE,DISPLAY
25/02/2024,,797288,BRAND SA Q1,PAUSED,857453,95769,6846,76836263616,214.58,,,Desktop,youtube
25/02/2024,9083115809,311839,retargeting lapsed,ENABLED,86472,92818,5658,,67.97,1500.31,ZAR	,MOBILE,YOUTUBE
"August 25, 2024",4678536703,580620,BRAND SA Q1,ENABLED,71679,63263,4955,19665335592,404.01,,USD,DESKTOP,YOUTUBE
"March 15, 2024",5911549042,453098,Black Friday 2024,paused,79617,61504,4486,20307829375,202.05,3585.06,ZAR	,desktop,DISPLAY
2024-07-15,6392445795,396928,BRAND SA Q1,paused,620659,10523,518,4218557875,14.79,,zar,Tablet,youtube
2024-09-27,9763056978,175886,Black Friday 2024,enabled,947967,24189,1022,2531084190,6.78,338.18,ZAR ,mobile,youtube
10-03-2024,3856047593,137446,UNKNOWN,REMOVED,,88126,8573,94428077655,312.89,1457.11,,desktop,SEARCH
2024-08-19,9152747605,366412,,REMOVED,74293,95818,3958,,18.41,,ZAR	,Tablet,
20241026,5901340203,315114,UNKNOWN,paused,872021,33185,1201,17632339083,79.56,,ZAR	,Desktop,youtube
07-04-2024,1676446242,836372,Awareness_Display_ZA,,761618,17214,1340,1019516893,30.68,,ZAR ,DESKTOP,SEARCH
24/08/2024,4959200988,724328,BRAND SA Q1,PAUSED,395165,80837,793,8693128905,,,USD,desktop,
20241027,6454682406,656671,BRAND SA Q1,REMOVED,832713,95319,6634,99162102388,50.74,1447.53,usd,mobile,DISPLAY
"August 05, 2024",9442751339,785476,Retargeting_Lapsed,ENABLED,970516,62700,1986,26896369839,33.96,3950.38,ZAR,tablet,SEARCH
"March 02, 2024",7529129643,128086,Awareness_Display_ZA,enabled,179269,76328,710,1331256473,,,zar,Mobile,DISPLAY
12/08/2024,1433249347,150887,Retargeting_Lapsed,ENABLED,674595,11033,232,277482647,11.18,27.49,USD,mobile,YOUTUBE
,7162121251,530265,retargeting lapsed,PAUSED,846267,3169,70,875080672,6.07,,,desktop,youtube
2024-09-24,9353769749,436429,black friday,PAUSED,926412,21697,793,8406950164,23.82,,USD,DESKTOP,youtube
2024-05-22,5301087937,715920,BRAND SA Q1,PAUSED,387978,50213,1186,13916416215,13.16,748.93,zar,tablet,
20240303,8409365349,674119,Retargeting_Lapsed,REMOVED,826419,22270,1500,11068259891,60.07,2428.7,usd,MOBILE,
,1646378084,914872,brand_sa_q1,,34720,8768,343,3781831250,30.02,784.3,,Tablet,youtube
"January 04, 2024",8919992557,665835,black friday,paused,560053,37935,3717,42208277751,155.89,3783.27,,DESKTOP,DISPLAY
,4080830430,942231,brand_sa_q1,REMOVED,167593,31205,568,2593030364,34.66,1066.69,ZAR,Tablet,SEARCH
09/07/2024,5595695939,686476,UNKNOWN,ENABLED,414790,93449,5906,27365517316,283.76,,zar,,display
20-01-2024,8206586911,403076,UNKNOWN,enabled,974308,92435,4188,4848978715,59.82,2481.93,zar,DESKTOP,SEARCH
"September 17, 2024",4195835811,808233,Black Friday 2024,paused,330489,45630,2395,17441838330,14.08,4850.98,zar,,youtube
11-06-2024,9656419603,995085,Black Friday 2024,,367313,59003,2871,35137602496,,,zar,Tablet,search
20240422,4250701066,884142,brand_sa_q1,ENABLED,378253,75547,7039,99910332263,,,zar,Mobile,DISPLAY
20-12-2024,2686261052,144503,Retargeting_Lapsed,paused,65855,30571,945,3390619357,19.76,,ZAR ,mobile,DISPLAY
09-06-2024,6639908144,401038,black friday,REMOVED,36116,88719,982,11610275426,50.37,463.38,zar,mobile,YOUTUBE
27-06-2024,2324952392,249809,black friday,ENABLED,353640,12388,232,1937252678,7.85,437.24,USD,DESKTOP,SEARCH
2024-12-25,6720054831,220412,brand_sa_q1,REMOVED,221706,87963,3190,42029407995,,,ZAR	,Mobile,SEARCH
24-03-2024,3742914295,546858,retargeting lapsed,REMOVED,219854,77299,6208,,7.97,4660.09,USD,desktop,YOUTUBE
"September 04, 2024",7153318189,916917,BRAND SA Q1,enabled,556354,82792,5054,62092314194,308.63,,ZAR,,SEARCH
"January 05, 2024",4891156386,687879,UNKNOWN,enabled,97591,50126,4364,63823404355,262.57,,usd,,
"October 11, 2024",6393110117,700296,Brand_SA_Q1,ENABLED,908698,69037,2534,37183065461,205.07,,,MOBILE,
2024-07-27,3254850525,107916,BRAND SA Q1,,184384,52144,2919,14291935899,39.44,778.8,ZAR,Desktop,YOUTUBE
20-03-2024,4809368716,111420,black friday,enabled,61589,40738,3755,52915173481,11.29,,ZAR,DESKTOP,
20241126,3006403395,998718,Retargeting_Lapsed,enabled,169733,39503,2168,18138732560,36.95,4479.91,ZAR	,,display
20240131,2159714700,260574,UNKNOWN,PAUSED,859924,26056,740,1501276454,,3447.78,ZAR ,MOBILE,
20240501,6333508575,922021,retargeting lapsed,,614759,11320,902,13355078899,26.08,542.19,zar,mobile,search
05/01/2024,8292796859,965256,Awareness_Display_ZA,REMOVED,964209,9102,499,783093682,19.62,4826.89,,,display
13/10/2024,5014946275,247958,,PAUSED,309424,74419,6293,19655116633,4.42,,ZAR,,youtube
,8692000632,719489,brand_sa_q1,PAUSED,868646,19739,1714,20031247893,23.7,2927.76,,Tablet,SEARCH
,3027543926,697468,black friday,REMOVED,380621,8116,753,3687477653,,4269.0,zar,,
2024-01-20,7387720800,161581,brand_sa_q1,paused,926550,94676,8680,,761.46,,ZAR ,Tablet,youtube
"March 17, 2024",1759032764,124341,UNKNOWN,PAUSED,300710,1759,121,1165611859,9.97,,usd,Desktop,search
2024-03-22,1520970726,246630,BRAND SA Q1,REMOVED,195332,46047,173,1686079867,3.67,,ZAR ,,display
20241228,2886926675,174614,black friday,REMOVED,924452,78106,1541,1574681282,91.94,2126.25,,MOBILE,search
22-12-2024,9157289629,854005,BRAND SA Q1,enabled,912818,97129,3077,31673251895,131.84,792.15,usd,tablet,
17/07/2024,6041077095,926229,retargeting lapsed,paused,820443,37924,329,379791964,25.75,2282.06,,Mobile,
,6260215299,349083,black friday,PAUSED,123457,99716,5164,7735766482,267.29,,ZAR ,Mobile,SEARCH
"August 18, 2024",1838311617,250878,black friday,PAUSED,611569,7619,389,1274251952,24.78,,ZAR,,search
24/12/2024,9464792769,252895,Brand_SA_Q1,paused,703474,17992,544,993903764,5.17,4279.3,ZAR	,MOBILE,YOUTUBE
2024-07-16,1362664951,736236,black friday,,478757,84656,4033,60051662778,351.82,,ZAR,,YOUTUBE
"November 16, 2024",7639239893,281706,Awareness_Display_ZA,,480819,56576,378,4921966640,22.17,,zar,tablet,DISPLAY
"August 04, 2024",5207238559,796346,retargeting lapsed,,,80107,571,4270931816,46.51,2759.01,ZAR	,tablet,display
28-01-2024,7192024567,646398,retargeting lapsed,REMOVED,584788,15123,451,3170619688,8.84,375.27,zar,Mobile,display
"May 04, 2024",2801928298,512098,,,241285,43669,1380,2425313773,0.76,3646.64,usd,,search
"January 15, 2024",8282324739,411274,black friday,enabled,598362,99008,4724,,239.38,4732.33,usd,desktop,DISPLAY
"June 18, 2024",8452435356,717746,Awareness_Display_ZA,REMOVED,812855,57925,2100,14724192066,195.17,,ZAR	,MOBILE,search
19-09-2024,8955747864,873040,Black Friday 2024,REMOVED,150822,71587,6244,79494287965,499.84,3769.03,usd,DESKTOP,YOUTUBE
20240922,9718731429,329190,UNKNOWN,enabled,131064,19707,985,6521624470,61.79,,zar,desktop,search
"July 15, 2024",8163236968,382681,Black Friday 2024,,350636,11298,758,4572948942,40.01,700.14,usd,tablet,
2024-09-23,7397349578,384125,UNKNOWN,ENABLED,355115,22272,514,6151903251,27.94,4927.85,ZAR	,Tablet,search
08/05/2024,8191326052,429188,Brand_SA_Q1,,281644,24347,1008,5519087528,89.77,,,Tablet,SEARCH
"January 15, 2024",,137791,BRAND SA Q1,,,82584,1619,9711621990,61.95,3344.0,,Desktop,YOUTUBE
2024-08-20,4025322897,363710,UNKNOWN,REMOVED,975904,48928,328,3828269672,25.36,3884.54,zar,MOBILE,search
07/08/2024,2062799399,249577,Black Friday 2024,,742640,30763,2680,6313512829,,4786.15,ZAR ,Tablet,youtube
2024-04-15,6214477042,484919,Brand_SA_Q1,ENABLED,717382,26338,721,3025233913,48.63,635.57,ZAR	,,SEARCH
"May 19, 2024",2419604446,490977,Retargeting_Lapsed,paused,599713,65181,1449,18584459602,100.57,,,,SEARCH
2024-06-24,8908304737,229024,retargeting lapsed,,780343,44505,351,2690463579,18.23,482.34,ZAR	,,
20240714,1479026027,206064,brand_sa_q1,,924477,39703,3715,8191283801,71.41,,USD,,display
2024-07-15,5933014331,279034,UNKNOWN,PAUSED,601138,39404,651,7668455489,43.6,3556.97,,,search
20241202,2129997052,910027,black friday,ENABLED,456925,17503,1453,18588225326,144.05,,usd,mobile,
,9201553290,360232,Awareness_Display_ZA,REMOVED,765192,16614,1079,9808377064,34.11,,ZAR ,MOBILE,SEARCH
15/04/2024,7964942454,568107,Retargeting_Lapsed,enabled,670055,96218,1637,18070520668,127.08,4265.03,USD,Desktop,search
23/05/2024,6179967020,134659,Awareness_Display_ZA,paused,470581,40884,594,8573764790,41.24,206.92,,DESKTOP,
2024-05-22,8096441983,872279,Black Friday 2024,enabled,25391,8679,627,2596649246,43.09,,USD,mobile,search
,7858930188,174360,BRAND SA Q1,REMOVED,68972,27838,1072,12394132214,33.88,,ZAR ,desktop,DISPLAY
20240817,1058427220,528879,BRAND SA Q1,REMOVED,456663,44585,3352,33907027966,151.27,1040.44,usd,mobile,DISPLAY
25/01/2024,4423660153,361326,retargeting lapsed,,464955,50561,568,2185635629,2.38,4978.14,USD,Desktop,DISPLAY
12-06-2024,5748945468,289619,Retargeting_Lapsed,paused,196100,8742,789,5943273668,59.68,,zar,Tablet,search
2024-12-11,3637189706,904058,Brand_SA_Q1,ENABLED,556613,66085,787,5825810755,62.91,2135.39,usd,,display
20241207,1366846131,312069,Retargeting_Lapsed,REMOVED,298848,91155,5710,70783261716,266.57,1735.07,ZAR,MOBILE,search
20241123,7475744666,666729,retargeting lapsed,REMOVED,50217,8129,203,783785422,12.57,3186.45,USD,mobile,display
"June 21, 2024",4128838006,576134,Retargeting_Lapsed,enabled,268017,86284,1098,12480803702,23.49,,ZAR,Desktop,search
12-10-2024,3430963705,811894,Brand_SA_Q1,,277897,34136,1686,1373616601,25.08,1801.81,,MOBILE,youtube
2024-06-16,7017309326,743021,brand_sa_q1,PAUSED,472784,42795,345,191067157,20.64,,ZAR ,tablet,DISPLAY
24-08-2024,7903786081,721619,Black Friday 2024,ENABLED,736642,67981,1258,15616079308,110.53,3932.62,ZAR,desktop,search
2024-06-29,7920601586,547543,Black Friday 2024,ENABLED,133110,70055,5253,47481011913,460.0,1540.37,ZAR,desktop,DISPLAY
12-08-2024,7202834927,256119,Black Friday 2024,PAUSED,923777,26373,2307,10867962125,30.97,390.66,ZAR ,desktop,SEARCH
"November 10, 2024",3938104431,656438,retargeting lapsed,enabled,623567,85868,6725,14013690567,73.15,3806.33,USD,Tablet,DISPLAY
,9639244158,299032,Black Friday 2024,,505514,51505,4204,36709726468,,1157.75,usd,tablet,youtube
"July 24, 2024",5397586597,680377,Black Friday 2024,PAUSED,335191,94713,6851,17911040606,123.45,3199.72,ZAR	,DESKTOP,
19-07-2024,9943650480,507175,Brand_SA_Q1,PAUSED,667058,41436,4112,37981537640,300.86,269.57,usd,,SEARCH
20240107,6790383261,372385,BRAND SA Q1,,213977,49952,2656,5618439272,236.89,,,DESKTOP,youtube
"July 16, 2024",7822237074,346618,black friday,enabled,221200,87018,1516,4800298790,6.15,4314.17,USD,MOBILE,youtube
"October 22, 2024",1501457998,160682,black friday,REMOVED,482324,9113,881,,10.19,,ZAR	,DESKTOP,
20241112,6943689022,698825,retargeting lapsed,REMOVED,,64581,2007,16361149385,37.03,,ZAR,Mobile,search
16/06/2024,2243387128,472613,,paused,699717,30424,270,143655075,10.74,283.18,usd,mobile,YOUTUBE
,2529561451,963054,UNKNOWN,PAUSED,342992,92115,3834,40076163396,324.16,,zar,desktop,search
2024-07-23,7907830298,860268,retargeting lapsed,PAUSED,999123,84710,8328,117496157324,490.28,,,MOBILE,display
20241109,4017839503,872100,brand_sa_q1,ENABLED,978220,41642,2386,31755991667,149.05,1493.71,ZAR	,tablet,SEARCH
20240619,4139952304,352509,Retargeting_Lapsed,enabled,63052,66891,5476,40205540914,437.37,,,DESKTOP,youtube
2024-08-31,4934486824,568322,BRAND SA Q1,PAUSED,60518,77012,3098,36900476128,,4104.26,USD,Mobile,SEARCH
20241126,9330942924,,Brand_SA_Q1,PAUSED,58248,33194,847,2430471064,76.42,1895.55,,MOBILE,
20241113,3302580435,136418,BRAND SA Q1,PAUSED,12802,9655,511,1098131755,,,,Desktop,
,1287442289,849743,black friday,PAUSED,364252,87663,3161,6903446368,158.17,,zar,Desktop,
27/02/2024,2903188827,711923,Black Friday 2024,,319439,19811,1564,18108944324,106.86,4328.17,ZAR	,,YOUTUBE
2024-06-18,1590883956,690394,Retargeting_Lapsed,paused,426636,89313,7975,33894877144,701.09,2821.91,,,SEARCH
07-02-2024,8140972726,508128,Awareness_Display_ZA,paused,579543,9137,619,8550768558,61.55,,ZAR ,,
18-05-2024,5340212457,656184,Awareness_Display_ZA,PAUSED,918285,87443,5656,55853353893,455.58,3984.34,ZAR	,mobile,YOUTUBE
20240908,3441990400,508590,Black Friday 2024,paused,651545,89633,818,3651356138,7.57,3285.58,,Tablet,search
19/10/2024,5406756255,300478,Retargeting_Lapsed,ENABLED,211555,41449,2958,21411708037,193.94,4633.71,ZAR	,Desktop,YOUTUBE
12-08-2024,7202834927,256119,Black Friday 2024,PAUSED,923777,26373,2307,10867962125,30.97,390.66,ZAR ,desktop,SEARCH
05-04-2024,5603454430,235559,Awareness_Display_ZA,enabled,653976,66170,1333,969374861,73.28,3392.59,,Mobile,SEARCH
2024-09-11,7688824847,201139,Awareness_Display_ZA,enabled,838046,52030,2838,6827781510,130.03,,USD,,SEARCH
2024-04-20,2200521849,701960,brand_sa_q1,PAUSED,921383,42263,758,2159393921,,711.25,USD,Desktop,YOUTUBE
16/12/2024,2874761290,359156,Awareness_Display_ZA,REMOVED,984758,10435,199,2670883880,12.71,,,mobile,display
2024-05-04,5099395714,905487,Brand_SA_Q1,PAUSED,540413,39699,1094,2640476222,50.04,,usd,Mobile,
2024-02-23,6694692085,227191,black friday,REMOVED,847941,32532,179,2392792382,5.6,343.69,usd,DESKTOP,
19/01/2024,3381354297,125197,Brand_SA_Q1,PAUSED,81438,34371,3353,16523823540,140.42,1852.57,usd,Tablet,youtube
20240410,3989746270,416312,retargeting lapsed,enabled,501705,71586,4750,64077857115,137.05,,,Tablet,youtube
20240928,,692172,Awareness_Display_ZA,REMOVED,631863,79121,5906,86662478952,334.23,,ZAR,,YOUTUBE
07-01-2024,5410984707,841530,Awareness_Display_ZA,paused,599723,23288,956,8574640889,27.87,3133.61,ZAR ,,search
"March 19, 2024",4566447071,561396,Awareness_Display_ZA,REMOVED,732665,89148,880,457832643,,1659.68,usd,MOBILE,DISPLAY
10-05-2024,8093413949,120782,UNKNOWN,,105140,6570,380,5519343677,4.94,3438.7,ZAR	,Desktop,
"April 12, 2024",7799627661,904373,Retargeting_Lapsed,enabled,292416,81618,2284,32084704575,140.61,,USD,tablet,search
30-09-2024,1768652322,812648,black friday,PAUSED,411071,92014,7444,47900072971,265.32,,ZAR	,tablet,DISPLAY
31-05-2024,9045757037,947177,brand_sa_q1,ENABLED,584448,34755,151,223162540,1.96,3170.41,usd,,SEARCH
"July 07, 2024",8921424724,808420,Brand_SA_Q1,,499586,27183,1919,18029842718,,2299.97,ZAR,DESKTOP,display
13-09-2024,7922635865,452031,,,598744,17526,840,1739966261,,4307.59,,mobile,SEARCH
20241221,,801948,brand_sa_q1,paused,814238,51151,4701,56328713734,91.1,,USD,Tablet,DISPLAY
21-08-2024,1104862771,118781,retargeting lapsed,enabled,601032,81705,209,2411921633,4.53,1717.14,usd,mobile,YOUTUBE
13-05-2024,8948232500,377612,Black Friday 2024,PAUSED,259870,23343,1983,10600531998,,4614.78,ZAR	,mobile,
"August 08, 2024",5891787286,960035,retargeting lapsed,,871960,54199,2138,19472134172,76.06,,zar,Tablet,display
"November 17, 2024",1117782132,805443,BRAND SA Q1,ENABLED,315404,75689,1574,13030073292,50.75,31.38,zar,,DISPLAY
17/07/2024,3644794283,584669,BRAND SA Q1,paused,875687,51310,2537,1759123118,29.17,,USD,,YOUTUBE
24/05/2024,7720358666,,Black Friday 2024,,615899,65720,6105,72431513053,435.34,4545.48,zar,,search
20240329,5195685613,610478,Black Friday 2024,REMOVED,661897,63856,3787,24585646386,224.09,2669.38,,MOBILE,display
20240922,5971147163,580863,BRAND SA Q1,paused,324919,84637,6711,78987375245,58.97,2636.48,zar,Desktop,SEARCH
27-10-2024,,370776,BRAND SA Q1,PAUSED,660182,90797,5053,67393816084,495.21,1124.44,ZAR ,DESKTOP,DISPLAY
03-03-2024,3205334325,949400,brand_sa_q1,paused,719165,9792,650,9708461766,,886.37,,Desktop,youtube
2024-01-26,6233836439,264809,black friday,,853163,19423,1655,3265215965,157.03,,USD,,SEARCH
2024-06-10,2923200119,151147,,paused,851876,70276,1685,3722497886,115.07,,USD,DESKTOP,
"August 10, 2024",8492563408,877551,UNKNOWN,REMOVED,149695,59119,5792,41568734973,372.11,1746.52,,DESKTOP,youtube
20240831,5212228868,883190,brand_sa_q1,,324148,26391,1208,2056179900,85.07,1993.81,usd,Tablet,youtube
20240624,8141959670,924938,retargeting lapsed,enabled,,66716,1513,6839032498,83.39,,ZAR,desktop,YOUTUBE
,7145529577,938937,Awareness_Display_ZA,PAUSED,446514,1650,36,361181544,1.6,,zar,desktop,youtube
20240115,6037724510,469622,retargeting lapsed,,145796,98894,5468,4955353910,534.21,4457.12,usd,Tablet,YOUTUBE
"June 29, 2024",6549630550,629901,Retargeting_Lapsed,,777457,39223,2160,12341807217,2.67,3793.76,,,search
14/02/2024,1580471813,622924,Retargeting_Lapsed,enabled,368075,80954,1772,20624145127,10.21,,ZAR,,display
04-09-2024,6653546600,147691,BRAND SA Q1,,48807,38098,2557,,143.21,1106.1,zar,MOBILE,search
17-10-2024,1701743831,713053,brand_sa_q1,REMOVED,426096,40054,493,3471247446,,4683.0,usd,,search
20/04/2024,6000287807,870514,BRAND SA Q1,,648176,31143,2625,12632656345,246.16,907.87,,,display
2024-11-13,6089610357,299397,retargeting lapsed,PAUSED,34692,41890,4164,33486608497,205.1,3318.09,ZAR,MOBILE,
2024-06-23,6283245168,,UNKNOWN,enabled,365213,46181,4595,41233456179,427.0,,usd,,
"February 18, 2024",1400425170,875294,retargeting lapsed,paused,373437,80860,609,6117528183,10.56,1601.09,ZAR ,Tablet,display
,3355474085,637931,black friday,REMOVED,379662,8618,777,5931604322,0.36,1755.96,USD,tablet,search
"December 27, 2024",9484099248,455423,Black Friday 2024,PAUSED,611877,76775,2781,40696506996,178.15,,,Mobile,SEARCH
28-06-2024,6516097478,362484,Retargeting_Lapsed,REMOVED,594421,92390,9062,41030628554,605.55,993.61,,,youtube
2024-09-01,7986286200,917123,BRAND SA Q1,,398666,92208,8520,8891526950,849.1,793.46,USD,,YOUTUBE
20240806,1375489280,282842,Black Friday 2024,ENABLED,928692,78597,5753,51135841310,201.75,4406.34,zar,MOBILE,display
2024-02-13,8986933644,743941,UNKNOWN,,82785,5797,231,2792674009,12.32,,,,display
"December 25, 2024",4218633310,665879,retargeting lapsed,PAUSED,432875,28055,2063,28998183470,15.92,,zar,tablet,display
01-06-2024,4703315384,986327,black friday,paused,114549,49099,2264,10970696624,212.24,3992.07,,,SEARCH
20240916,1812963596,,UNKNOWN,PAUSED,762444,86452,582,3262488236,2.22,,usd,DESKTOP,search
22-08-2024,5315172679,567123,brand_sa_q1,,66092,58309,173,1082401642,,2407.9,USD,MOBILE,YOUTUBE
20240206,5694200981,509987,Brand_SA_Q1,paused,582474,50402,655,2454492098,17.19,,ZAR ,Desktop,display
,1483224548,312682,BRAND SA Q1,,456381,44384,1382,6252543367,91.39,,,desktop,search
,5493894292,626167,black friday,,722656,16504,67,748663352,5.49,59.37,ZAR ,mobile,SEARCH
16-04-2024,3103319296,196673,Retargeting_Lapsed,REMOVED,313031,90490,6703,58716490564,667.61,202.29,ZAR,,DISPLAY
30-09-2024,9847428019,580177,BRAND SA Q1,paused,733251,55642,1567,14630994673,88.97,4910.2,,DESKTOP,
,3121167702,527568,retargeting lapsed,PAUSED,796126,33333,1649,1208059764,54.85,,,desktop,search
14-02-2024,9872633945,639804,retargeting lapsed,enabled,489994,77791,5195,42130272838,68.5,2291.43,ZAR	,Tablet,SEARCH
20240501,7993124840,277615,Retargeting_Lapsed,ENABLED,673594,26488,2173,30702593977,,1057.21,ZAR,mobile,
07/09/2024,7287346839,472121,,enabled,952073,26922,158,1949646216,6.36,883.69,,desktop,youtube
06/09/2024,5829633298,829286,black friday,enabled,613667,30934,1796,8949626035,108.2,,ZAR ,Desktop,youtube
"July 06, 2024",3242772306,269099,Brand_SA_Q1,PAUSED,915242,45045,2011,9823701493,90.54,1087.87,,DESKTOP,youtube
"June 05, 2024",9876922947,847111,BRAND SA Q1,paused,379799,76367,845,2233221415,20.94,,ZAR,,display
14/01/2024,1332616741,881382,retargeting lapsed,paused,640439,97905,540,1347485181,27.68,3509.86,USD,mobile,
