date,channel_id,video_id,video_title,country,device_type,traffic_source_type,views,watch_time_minutes,impressions,impressions_click_through_rate,likes,comments,estimated_revenue_usd
"October 25, 2024",UC68132216601,6QObKiD8dRm,Brand Story 2024,,,,34042,38156.6,84004,,5613,647,108.3097
25-02-2024,,nNqQqDbFJXy,Customer Testimonial,ZA,TV,,95299,174069.6,675314,0.1595,9611,3238,334.4627
"February 06, 2024",,eqcC3A3sylU,Brand Story 2024, South Africa,TV,YT_SEARCH,45805,36646.0,456282,0.0135,390,2201,
20240315,UC42220142601,P-wFvXJrdhA,How It Works,rsa,TABLET,EXTERNAL,11837,3750.9,116979,0.2278,2272,278,51.7748
"July 29, 2024",UC47760435404,d4PxxVJWbma,,,MOBILE,SUGGESTED,48291,72898.5,,0.2248,2975,1765,226.1124
"March 04, 2024",UC76790571210,tt2c96tY4Sp,,South Africa,DESKTOP,SUGGESTED,26185,16095.1,145224,-0.007,1534,130,40.0007
"April 30, 2024",UC24571581123,Y1lyuKeXXdn,,south africa,TV,EXTERNAL,9940,17354.7,78926,0.1119,1316,193,24.9672
2024-08-10,UC71961712758,EZPypS4A1tm,,RSA,DESKTOP,PLAYLIST,71444,77242.1,69526,0.1936,6495,1011,274.5155
"June 18, 2024",UC99622948433,XxJUfNnt-2U,Brand Story 2024,RSA,MOBILE,,96641,130042.7,383071,0.1622,13264,,464.5903
2024-10-07,UC60876640075,4r-omgZUONW,Customer Testimonial,RSA,,PLAYLIST,80627,78974.8,628151,0.2383,471,2773,208.5932
2024-10-05,UC54026780381,F9mk8BdwDE3,How It Works,za,UNKNOWN,SUGGESTED,12494,33341.1,50716,0.0706,515,110,28.9204
,UC95709577659,RzUvHWHfJTo,Brand Story 2024, South Africa,,,56582,,58201,0.0116,,,138.1341
17-07-2024,UC15384821487,Bzc-AFpLVFG,Brand Story 2024,za,TABLET,YT_SEARCH,17413,3774.2,114927,0.2051,2599,516,30.3778
20240822,UC64138225670,1-uVvEf1sik,Brand Story 2024,South Africa,TV,BROWSE,88443,140465.0,665576,0.1141,17630,3891,225.7328
16-09-2024,UC24611288765,FqAVZqsqOq_,How It Works,,MOBILE,SUGGESTED,41316,91333.5,395885,0.1805,4326,1757,145.9333
"March 12, 2024",UC50899824372,bWdKK0skfGf,Customer Testimonial,south africa,TABLET,,78448,182828.7,,0.0847,11456,2079,196.0583
22/06/2024,UC55744131452,XV1nLl6by6O,,RSA,,,64067,1741.9,421285,0.1628,12769,401,141.2242
"July 17, 2024",UC10486839643,FxqmhNlIiQA,,south africa,,BROWSE,35618,26335.4,91915,,7062,1371,107.6327
25-01-2024,UC62783687623,KBQSG7GNIHl,Product Demo,rsa,TABLET,YT_SEARCH,32677,,241418,,2706,,114.1081
17/10/2024,UC75495960228,s2IvxxChSei,Product Demo,RSA,MOBILE,YT_SEARCH,15633,12106.6,29680,0.0075,62,199,43.6696
,UC63919665781,8LJqNrxn7sD,,,TABLET,,61728,,,,5641,3004,195.9809
"December 12, 2024",UC56008925719,Bv79oRXO7FA,, South Africa,UNKNOWN,SUGGESTED,28849,52300.0,221222,0.2171,2048,759,90.5952
20241105,UC56203898444,cUf-x6UNeCa,How It Works,RSA,,EXTERNAL,36339,68536.3,95091,0.2207,,775,32.249
03/03/2024,UC85288725622,JO1XMmeH15U,Brand Story 2024,za,DESKTOP,SUGGESTED,16086,6287.6,17546,0.2281,153,,80.2375
2024-03-15,UC89177729101,3Rmqugu8sSB,,,MOBILE,BROWSE,74725,174625.8,45346,,14585,761,226.5197
10/07/2024,UC34706765712,-yJdXSwA1MF,,,UNKNOWN,BROWSE,62661,162609.5,369631,0.0698,,2474,
,UC82796078941,s4nvoOlhHGW,How It Works,,UNKNOWN,,40753,28115.8,378741,0.2292,4946,1822,184.5673
,UC17537878972,cfD3VyzWmSg,How It Works, South Africa,TABLET,YT_SEARCH,42840,18121.0,,-0.0091,8384,1168,
2024-08-30,UC99304798320,oWXHnQDfb3b,Product Demo,,TABLET,BROWSE,8577,5656.7,55259,0.0349,468,343,17.2288
20240215,UC56655665898,cHjZLexE2jl,Customer Testimonial,za,UNKNOWN,PLAYLIST,20787,,18544,,212,,0.8724
"September 19, 2024",UC69134918461,dZhHiUVd1Ir,,ZA,MOBILE,,91511,144278.3,422771,0.0187,,1589,
24/09/2024,UC86255906516,eeCBSFC6z-2,Product Demo,za,TV,,59880,16783.1,491648,0.12,5334,1124,
2024-09-03,UC18997108237,OzkcpPL-Udf,,,TABLET,SUGGESTED,41231,10058.3,218842,0.1762,2836,1667,8.6562
20241219,UC27221079506,mXUFVUcoGQy,Customer Testimonial, South Africa,TABLET,SUGGESTED,32796,37562.0,29765,0.1414,1151,1608,146.7674
20240316,UC69500441107,1ICWKLOOYZW,,ZA,TV,YT_SEARCH,44626,121531.3,102550,0.0872,920,1779,
06/07/2024,UC70124461168,X3kA_Kaz8vs,,South Africa,UNKNOWN,,74588,12392.7,642405,0.2204,400,2497,207.3932
23-04-2024,UC55006104916,Kn0kdhnhO12,Brand Story 2024,south africa,DESKTOP,SUGGESTED,71584,,293051,,11625,2546,309.1712
"November 12, 2024",UC65056235244,l7Jr2hwmjFl,How It Works,ZA,,BROWSE,47923,43068.9,385611,0.1121,2415,1010,205.4351
27/10/2024,UC94273224606,qdZPGEL97rM,Customer Testimonial,ZA,MOBILE,,86187,18775.8,622220,-0.0038,2950,591,214.9684
"February 06, 2024",UC88227659839,ShTsZrrYt9R,,,UNKNOWN,SUGGESTED,63193,79695.1,487847,,5371,827,-0.5308
2024-02-25,UC99508274500,FG5Fq3qGqaz,How It Works,South Africa,TABLET,EXTERNAL,45020,15636.6,65939,0.1971,3092,1304,136.0927
,UC35883640890,Oan1vEMde8B,,,DESKTOP,PLAYLIST,13767,29923.7,21262,0.1066,1045,639,
12-05-2024,UC37606506346,meBBi5YMaOT,,South Africa,TABLET,EXTERNAL,57233,81299.5,470214,0.1836,7353,,17.9174
2024-07-22,UC40386504385,3n7vW8iasby,,RSA,,PLAYLIST,38737,7358.7,20153,0.2482,2291,1883,98.8664
01/05/2024,UC73677738014,9CNZlF9ImW_,,RSA,DESKTOP,,85359,76527.5,314040,-0.0054,,1094,158.4985
13/07/2024,UC72281464297,sETfr7EZH36,Product Demo,,UNKNOWN,PLAYLIST,55120,163138.6,173872,0.2041,9964,681,25.9452
06-11-2024,UC18822543414,9YFsJMhCNfO,Customer Testimonial,rsa,TV,BROWSE,86331,233119.5,181649,0.1471,,,414.5545
17/08/2024,UC79073646204,HzkrNWjrF9m,Customer Testimonial,RSA,DESKTOP,BROWSE,92083,126904.3,577130,0.2475,11086,2528,48.6356
08/08/2024,UC33359613700,uhQWjYXhh3p,Brand Story 2024,RSA,MOBILE,,64950,123598.4,563249,0.0173,5376,468,44.6227
2024-10-21,UC79182360162,nbLcrQdlZ9x,,South Africa,UNKNOWN,BROWSE,59636,13030.3,475322,0.1366,198,1789,229.1072
,UC54444714309,yJUsSRs6D-K,Product Demo,ZA,TABLET,EXTERNAL,56592,120595.5,298554,0.2052,5864,,14.0753
20241017,UC29013137104,pF4G99qA8c9,How It Works,,DESKTOP,YT_SEARCH,11043,28298.6,53942,0.124,492,145,25.7815
"February 22, 2024",UC53770645863,qz4vCymy14D,Customer Testimonial,ZA,MOBILE,EXTERNAL,45191,87985.6,,-0.0021,8962,1660,202.69
13-01-2024,UC26370383815,ZVK1evZ566N,How It Works,rsa,TV,SUGGESTED,94137,61200.1,786337,0.1765,11574,4149,232.3286
20240325,UC60337606087,Zq0i7RAZAxb,,rsa,MOBILE,PLAYLIST,95738,47017.7,394130,0.0889,3238,,424.7891
25-10-2024,UC63190895292,ghSA5NfiwXV,Product Demo,RSA,TABLET,SUGGESTED,22822,60354.6,92369,0.0804,4462,915,
12/10/2024,UC69326950053,ccYwIoVbrT4,How It Works,ZA,DESKTOP,,52660,157272.8,172618,0.1482,2613,,
19-05-2024,UC53216940608,XpXyhKH4csS,Brand Story 2024,,MOBILE,EXTERNAL,54490,32071.8,469588,,9085,2606,231.2935
2024-12-18,UC67896482880,znWOEFUh8u_,How It Works,,TV,BROWSE,91851,214501.2,915620,0.1733,,3365,61.0933
20240921,UC23232478419,AoXStYMs7d3,Customer Testimonial,,UNKNOWN,YT_SEARCH,21785,27888.0,37981,0.0695,,253,81.4112
19/08/2024,,iTCihBqq4EF,,RSA,TV,SUGGESTED,74873,53925.2,741204,0.0195,14742,494,303.0376
"September 26, 2024",UC24866799379,KvxOZqgZnEq,,rsa,DESKTOP,YT_SEARCH,99684,119476.0,155781,0.1861,4476,2762,476.8628
20241031,UC94601119857,cgIPCB_0dMn,Product Demo,,TABLET,,2373,904.4,7314,0.1805,275,,0.8068
29-04-2024,UC83864962442,-IhkjNSufcC,How It Works,South Africa,MOBILE,,91191,59429.5,753247,0.1107,14280,4129,62.6272
2024-08-09,UC70024586235,ShPmtnw_KwK,Product Demo,,UNKNOWN,SUGGESTED,72612,206868.4,213533,0.1498,11213,3464,216.0951
"December 14, 2024",UC57540366740,3SXPiNKl3Bd,,,DESKTOP,YT_SEARCH,95582,15385.6,272646,0.1634,13747,4201,
21/06/2024,UC11020216702,8oxa9-B2-nR,Product Demo,za,TABLET,YT_SEARCH,98695,,698684,0.1188,11761,3148,
2024-03-27,UC11092842050,LxCmUs_n1CW,Customer Testimonial,RSA,UNKNOWN,EXTERNAL,40726,24256.0,281939,0.0652,6181,409,171.8895
04-07-2024,UC54988726108,PMaZhWul1cD,Brand Story 2024,RSA,TV,EXTERNAL,54011,112245.5,495101,-0.0019,9679,2027,49.1817
20241223,UC63216296645,yE-PdtuT_Go,Customer Testimonial,RSA,UNKNOWN,,73433,77979.1,187390,0.0358,13652,,287.3368
17/02/2024,UC26029135143,KOeF4MCGVln,Product Demo,South Africa,TABLET,,62666,65677.2,,0.0689,6676,2991,202.2945
"May 16, 2024",UC56366614285,1CJTTM8ebWb,Brand Story 2024,,TV,EXTERNAL,34680,61734.5,183044,0.0128,674,764,39.7791
12/03/2024,,QNnqGwLiodU,Customer Testimonial,,TV,EXTERNAL,56269,80551.3,68671,0.0071,1553,580,91.6474
2024-12-06,UC59711023898,G3Bk1xZPr_0,How It Works,RSA,MOBILE,BROWSE,63190,142301.5,278601,0.0639,113,779,19.6061
25-01-2024,UC88141388179,Z70TdztFr6T,,south africa,UNKNOWN,PLAYLIST,62607,142886.0,411558,,9712,1565,235.2857
20241103,UC97746363488,R1veI7dOZuE,,,TABLET,SUGGESTED,71890,19499.6,245354,0.1075,,517,
2024-07-06,UC77312740853,mjZz6C8KErn,Product Demo,,DESKTOP,EXTERNAL,58984,174083.0,330840,0.015,9009,2257,245.5319
19-02-2024,UC16781384103,,Brand Story 2024,,UNKNOWN,,32960,67246.8,285471,0.2374,758,1535,47.4245
2024-03-17,UC79949453411,4E38HHftek6,How It Works,rsa,UNKNOWN,EXTERNAL,46800,45063.2,447685,0.1591,5804,1824,191.5019
20240823,UC66243391392,EjVkbF1Attk,Customer Testimonial,south africa,TABLET,EXTERNAL,31144,78456.6,122794,0.2105,3036,,
2024-01-31,UC85344401791,M3usF1HaKCM,,,UNKNOWN,SUGGESTED,45069,58388.3,,0.1155,5515,1301,196.8532
13/02/2024,UC29719316284,9tjGMjp95KH,Product Demo,RSA,TABLET,YT_SEARCH,27281,29650.9,77335,0.2186,4096,465,1.0585
"August 22, 2024",UC74745004513,yZMRbgoOA0Z,,south africa,DESKTOP,EXTERNAL,51115,17137.8,470453,0.0816,,,129.6495
08-02-2024,UC26714797521,qg7SboZXMn1,Product Demo,rsa,DESKTOP,SUGGESTED,38141,70917.2,378484,0.202,1704,497,171.1271
2024-08-01,UC46826625373,CDRXvV1neDH,Customer Testimonial,ZA,DESKTOP,,26920,,53555,0.197,864,1069,20.3568
"November 06, 2024",UC79490845429,T3Uf-WYWMoM,,South Africa,UNKNOWN,,35013,,21282,0.1891,904,270,114.5375
,UC32464751409,JVEt2i1mVJR,How It Works,RSA,DESKTOP,YT_SEARCH,28638,33690.4,266803,0.1453,4331,805,
,UC23141524523,fJQa2TBLQQ-,,za,MOBILE,,28840,84562.4,200886,0.0483,5260,406,
20241222,UC81177207295,r8p-TcKsAp6,Product Demo,rsa,UNKNOWN,BROWSE,61264,33173.2,335838,0.0764,6491,2120,148.7702
2024-08-13,UC70720214121,,,,MOBILE,,77618,,466741,0.1876,,,62.7313
20240118,UC58752984599,7_6fI_hJaSI,Customer Testimonial, South Africa,DESKTOP,,88981,22930.0,498930,0.0445,,,59.7216
"July 29, 2024",UC58094005745,ineB1XWoR6e,,za,UNKNOWN,PLAYLIST,31741,78394.4,199560,0.1852,4441,209,10.4884
"July 19, 2024",UC69527715051,kM7Wu_2esbi,How It Works,za,DESKTOP,YT_SEARCH,54358,89708.0,274845,-0.0027,5006,2169,27.5129
2024-05-24,UC63768297866,2OcfQEktSNh,,za,MOBILE,PLAYLIST,14341,4127.5,417,-0.0053,1001,593,
"September 13, 2024",UC67093967516,SpbuiENi2Vq,How It Works,ZA,DESKTOP,BROWSE,54468,158498.7,290720,0.1665,574,,77.601
20241005,UC77026205711,PcO6ba3ihKR,Product Demo,,DESKTOP,EXTERNAL,45522,57607.1,,0.2392,1546,,162.6092
16/01/2024,UC51282316918,Yp6HHa9mT34,Product Demo,south africa,MOBILE,BROWSE,52464,48075.4,3395,,8536,1761,259.1601
,UC24487436154,R-unrJiQWmx,How It Works,RSA,TABLET,,84786,55922.5,157913,,13936,,116.019
2024-06-18,UC13099433609,5ZqxeqIRCHW,,,UNKNOWN,EXTERNAL,31273,33946.1,254631,0.0613,27,1366,
,UC58382591033,,Product Demo,,,EXTERNAL,54817,150552.1,226063,0.1359,9054,2538,124.7102
2024-10-24,UC46473228255,dPH2_xvfF_N,Customer Testimonial,rsa,TV,PLAYLIST,23417,54525.9,168392,0.0605,1086,65,
"November 21, 2024",UC21639884697,Bwgpt_vzJLh,,,DESKTOP,YT_SEARCH,48490,76643.7,9822,0.0187,1637,,214.46
"April 03, 2024",UC61574333901,CWENPW3_ShT,How It Works,,UNKNOWN,EXTERNAL,6200,1380.5,31530,0.1565,1159,41,25.42
08/03/2024,UC45374795088,hLIKli4tm6E,,za,TV,BROWSE,31039,,34285,0.0058,2161,252,
14-11-2024,UC32611016624,_oSL4rC8ZvL,Brand Story 2024, South Africa,MOBILE,,28552,49439.4,173635,,2897,423,
,UC36695675739,-jQm5lpUiFh,,South Africa,MOBILE,,44423,42119.4,,0.195,6571,621,87.5339
18-03-2024,UC32296541339,seMwjPIvghy,How It Works,,,SUGGESTED,8823,22821.5,1467,0.221,1761,63,4.1355
,UC57572541722,uwa596m9Qxh,,RSA,TABLET,BROWSE,17482,38432.3,91457,0.1118,1134,170,7.6823
20240521,UC58443393344,t-qwVbcXm8j,Brand Story 2024,,MOBILE,YT_SEARCH,51140,,443592,,8712,,143.6217
14-05-2024,UC99395891317,3xq0a9ZS5M_,,za,UNKNOWN,BROWSE,87315,178015.7,401425,0.0289,7345,4306,
20240302,UC24520839546,,,,DESKTOP,YT_SEARCH,11823,4308.2,72,0.09,1628,437,38.5883
20/05/2024,UC70046248969,_WgWFGwi1Q7,,RSA,,EXTERNAL,4988,1441.3,30186,0.1924,,29,16.6783
2024-08-17,UC49656058096,WN8E7kkJulM,Customer Testimonial,ZA,MOBILE,,99825,246175.5,,0.1604,12050,103,449.869
2024-12-10,UC62841955360,,Brand Story 2024, South Africa,,,18906,52164.8,91563,0.0448,3510,199,24.3892
2024-05-01,UC50076901864,xMpDHuH9tXD,,,DESKTOP,EXTERNAL,51543,,64076,0.0705,1696,1537,39.6314
11/06/2024,UC31308305761,P4wLz6e8k5G,,south africa,UNKNOWN,SUGGESTED,15205,20140.3,84171,0.0742,2057,407,17.7012
2024-04-22,UC85210103277,Oxp09TFnFWl,,RSA,,EXTERNAL,49790,82222.0,259811,0.1944,3344,92,198.8294
"March 01, 2024",UC76563945342,39z3kzXU3al,,ZA,MOBILE,,39759,26782.0,21054,0.0524,6992,851,89.2495
2024-08-15,UC44127623510,KqWqlmhDA08,Brand Story 2024,rsa,TV,PLAYLIST,44389,35542.1,215388,0.2291,6929,1316,15.3884
24-10-2024,,cuyrB5672ZC,Brand Story 2024,,DESKTOP,EXTERNAL,62555,,269390,-0.0046,9147,1825,33.3867
20240621,UC60432980417,a8lAOXSeWus,Product Demo,,,SUGGESTED,51698,119067.9,398644,-0.0053,2757,135,257.9273
30/12/2024,UC71310597272,uxD_dXtJtAl,How It Works,za,,YT_SEARCH,32556,,,,2400,1026,110.3256
27-10-2024,UC22870499532,q7RDXROB9of,Product Demo,south africa,MOBILE,SUGGESTED,68152,165287.0,288053,0.1408,4206,878,
2024-10-23,UC87591306772,hswKGhnMsfu,Brand Story 2024,South Africa,MOBILE,EXTERNAL,57412,46276.9,322182,0.1225,5923,1515,130.7088
2024-11-06,UC53893766732,PJp9jpiN2mW,,za,UNKNOWN,SUGGESTED,99795,230973.3,351391,0.0002,6792,2636,163.9547
,UC83547937431,1Mc96uERDWM,,ZA,MOBILE,PLAYLIST,993,2440.8,8454,0.1556,154,14,2.5081
"June 23, 2024",UC47748375875,tT8uFFNo4iq,Brand Story 2024,,TABLET,,18494,15868.4,157612,,2382,200,
"May 04, 2024",UC16965155250,A_I5jHTfxfc,,za,MOBILE,PLAYLIST,81624,128800.7,607159,,6409,,319.6156
"June 22, 2024",UC94729929781,9D6a2LS8d-j,Product Demo,south africa,TV,SUGGESTED,47504,127854.0,447989,0.2229,7233,,
20240211,UC94990545215,fKGds8XQ2cq,How It Works,rsa,TV,,31019,75634.5,281595,,5450,1329,6.3064
2024-06-27,UC86199645338,93MlYN4IQX8,,RSA,TABLET,EXTERNAL,15444,11677.2,143472,0.1993,,428,38.7808
2024-01-12,UC86852690361,Wd_DzeT2h2T,How It Works,RSA,DESKTOP,,15353,31295.1,27821,0.2339,220,95,69.2594
2024-03-17,UC65022749917,XYhilm4xhL3,,South Africa,DESKTOP,EXTERNAL,54566,15081.6,410213,0.1885,8203,392,223.8467
09/11/2024,UC58750093188,EdEpcPnwjLR,How It Works,South Africa,TABLET,BROWSE,5750,6570.5,40702,0.1439,296,34,2.7306
13/09/2024,UC68827659016,sKJ7KcdGWTG,Product Demo,rsa,UNKNOWN,PLAYLIST,78997,,,0.1309,5496,,288.2033
,UC65128860834,asNeiA4WA4f,, South Africa,DESKTOP,,41541,11645.4,40286,,7786,700,118.1318
30-08-2024,UC93816329160,TEAGclIExnM,How It Works,za,TV,,81453,45776.0,100978,0.2104,11102,3270,204.0866
2024-09-12,UC47534479983,3s-Q1rmWhCb,Product Demo,south africa,,EXTERNAL,28144,12247.6,96278,,1374,1295,104.2693
,UC38219992289,TgTJnXePXnK,,,UNKNOWN,EXTERNAL,69865,80159.2,490165,0.1139,12017,3063,197.7606
29/11/2024,UC37608064531,tM8FLjLfxWg,,,,SUGGESTED,80358,,626642,0.0061,,2714,308.3411
24-01-2024,UC13355381553,lON4tuhAVcP,Customer Testimonial,RSA,TV,YT_SEARCH,71304,,572047,0.0565,12129,1167,30.2652
05/08/2024,UC63812130240,IvbGg4i0HZ-,Brand Story 2024, South Africa,TABLET,SUGGESTED,75155,69898.0,728752,0.0845,1122,2943,89.2351
2024-03-03,UC41806728617,pVeINBnkdcw,,South Africa,,YT_SEARCH,39050,995.7,371865,0.1362,,1768,107.4921
"February 27, 2024",UC10797586566,xVuraYhsIH1,Brand Story 2024,,TABLET,PLAYLIST,47995,8922.3,123719,-0.0004,5212,813,28.3713
"October 20, 2024",UC47762323613,aIGzA2U0eNC,Brand Story 2024,RSA,TABLET,,31288,24016.1,178365,0.1971,,,143.8383
03/04/2024,UC81860237572,j6fCktdGP5N,Customer Testimonial,south africa,,SUGGESTED,5113,12129.3,8845,0.2013,5,225,
04/05/2024,UC16963470708,2e8nlqHhbt_,Customer Testimonial,ZA,,SUGGESTED,93940,176712.9,120890,0.2269,128,725,407.6435
"October 18, 2024",UC15168920902,7_IGNeYujcJ,,za,,YT_SEARCH,43597,9540.6,181940,,6806,1529,175.5135
"July 01, 2024",UC43524545535,PUonEwM0Py4,Brand Story 2024,za,TABLET,SUGGESTED,89923,183.7,536862,0.0587,12254,2088,375.142
28-11-2024,UC71950492980,sv4KXs17q0Z,Product Demo,,MOBILE,PLAYLIST,30866,18807.2,2267,0.0051,2893,271,
31-05-2024,UC52746845654,ktVsv03hE8L,Customer Testimonial,south africa,UNKNOWN,,63334,88007.8,527140,0.1986,8947,1944,
20241003,UC76220385394,g8ROZqPOM9s,Product Demo,,UNKNOWN,BROWSE,27990,,195564,0.0257,252,696,73.2622
"December 17, 2024",UC42009986417,TiDLJuWsKPG,Product Demo,,MOBILE,EXTERNAL,97355,141578.9,103103,0.1674,,2826,334.0096
"August 02, 2024",UC11269363925,bz1WPqfriYy,Product Demo,South Africa,UNKNOWN,SUGGESTED,89435,150491.6,32098,0.0032,6990,,309.175
2024-02-28,UC19054909762,hJtKsRQIb7d,Product Demo,south africa,,BROWSE,22293,13233.4,138237,0.1779,216,1110,18.5221
"March 22, 2024",UC22954142899,1IAbz11kBjV,Brand Story 2024, South Africa,TV,SUGGESTED,22936,68677.2,52131,0.1,4032,458,78.5026
11-10-2024,UC87120444114,6ZW3cmebdnD,Customer Testimonial,south africa,UNKNOWN,BROWSE,65600,7620.4,604596,,349,1487,162.6848
04/01/2024,UC65557947141,Q1szDhhBJJR,, South Africa,UNKNOWN,,34856,83098.2,184792,0.2366,3206,378,98.9745
20240712,UC46528076667,7DG-G8PPfJP,How It Works,RSA,,YT_SEARCH,54598,82350.0,250638,0.075,4038,250,80.3385
13/07/2024,UC73387858197,T7OIniG3r4P,,rsa,TABLET,PLAYLIST,49534,86139.5,,0.1219,,798,
20240125,UC36864123146,BrocSOxzhFW,,,,EXTERNAL,65981,88696.7,441768,0.0275,1974,2497,275.0979
20240131,UC78548604843,pldWBeAHfIx,,ZA,MOBILE,EXTERNAL,32707,92722.6,316035,0.0085,256,539,
2024-03-14,UC28247008261,IpoicX0lJXK,,ZA,TV,,49488,125881.7,336618,0.1923,2649,821,
"January 27, 2024",UC55311500601,yJCchTlv2uE,,south africa,UNKNOWN,,1544,407.1,684,0.0686,189,41,3.454
20240907,UC45473582412,g2nBx5xz6eI,Brand Story 2024,,DESKTOP,EXTERNAL,47418,135218.0,394619,0.0708,6150,1187,236.8364
,UC59562949939,-AsRUGnhc-a,Product Demo,south africa,UNKNOWN,EXTERNAL,42114,108069.3,,0.0945,8093,1063,
20240225,UC91771765580,v3ZwXVtDEwI,,,MOBILE,PLAYLIST,90845,29749.2,674903,0.1268,7509,2559,166.4347
2024-09-28,UC39114668425,eOqQbuayh0P,,,DESKTOP,,62588,174483.8,288623,,2986,,258.2448
13/03/2024,UC80789451210,5nXpfsqQkVH,,,,SUGGESTED,88280,72079.7,497518,0.1936,3582,2115,
,UC74523100306,zimv6xRcVMS,Brand Story 2024,,TABLET,PLAYLIST,13603,18852.7,127641,-0.0041,2460,4,5.0991
,UC26309578832,2WHFKY8D_5x,Product Demo,South Africa,,BROWSE,94784,190890.2,301362,0.103,,4115,
24-09-2024,UC19804944919,3u37Kdip8La,Brand Story 2024,,TV,EXTERNAL,67230,148724.1,82376,-0.0095,4198,529,194.8769
05-01-2024,UC20453289522,Uo0jNEUd8pm,, South Africa,DESKTOP,SUGGESTED,72693,102423.2,227860,0.068,7544,3610,266.0586
20240722,UC43001237783,uSV3HNZQxnj,,RSA,TABLET,SUGGESTED,60953,29805.1,512994,0.074,9461,2758,79.3101
30-11-2024,UC63736613047,T5ONiXM-gKs,,rsa,MOBILE,EXTERNAL,17178,49277.2,34836,0.1326,1670,270,
,UC55194683331,wGDrb5ErAK-,How It Works,rsa,UNKNOWN,,25955,57779.6,,,,577,119.6196
28/07/2024,UC11638261052,UaveePVzpfQ,Brand Story 2024,south africa,UNKNOWN,PLAYLIST,94797,244640.5,300558,0.0867,18323,4595,24.9895
,UC80540881099,L_1F18UlEw7,How It Works,rsa,,,28811,64074.7,237935,0.0337,436,1360,19.2141
"April 01, 2024",UC69695965013,CSFamlEZIfx,Brand Story 2024,RSA,,,92663,67874.0,163089,0.1076,13890,2482,407.1946
"April 07, 2024",UC55895024733,xjUxGdaEb9w,Brand Story 2024,,TV,EXTERNAL,45142,8330.0,219603,0.1779,7962,122,81.7271
15-10-2024,UC58655581903,xqxkk0diab3,,,,EXTERNAL,46337,61324.7,385831,,4829,1900,154.3478
"April 13, 2024",UC61567008724,prdI7nlXimz,Customer Testimonial,south africa,TV,BROWSE,39329,17339.4,41525,0.0999,461,1017,
2024-05-26,UC66556522081,2bOeuYXJW2F,Customer Testimonial,ZA,MOBILE,YT_SEARCH,76187,162744.5,681766,0.224,11642,2790,
10/11/2024,UC84951031278,2X2DpQRYT_k,,south africa,DESKTOP,PLAYLIST,90509,25074.4,370750,0.0471,17044,3358,362.629
2024-05-10,UC86106421827,MzUE1_HTOcu,,,MOBILE,YT_SEARCH,52567,35566.1,151891,0.1146,2201,2507,96.5506
20240728,UC79950398278,Ew1MDEHDK6n,Customer Testimonial,south africa,DESKTOP,,63979,156488.2,33103,0.1176,5119,957,108.1171
09-05-2024,UC35548050893,rdnr7yZMScV,Customer Testimonial,,UNKNOWN,EXTERNAL,1776,5109.7,2971,,339,53,5.6903
27/01/2024,UC28513089076,ckow12QecWI,Product Demo,South Africa,MOBILE,EXTERNAL,68877,39603.9,50769,0.1084,1553,1649,60.6632
"April 28, 2024",UC71284027764,0xd2w7BOKS8,, South Africa,MOBILE,BROWSE,82813,168831.0,828023,,8946,,88.4248
08-02-2024,UC80034349151,ggUrFFlDXkk,How It Works,RSA,TABLET,SUGGESTED,5887,2987.8,21568,0.2195,,172,
2024-06-17,UC23921719402,CVyUYMMtzXO,,south africa,DESKTOP,YT_SEARCH,95232,183035.7,,0.1039,8999,1364,338.8673
25/06/2024,UC49796797566,SGG7OMxPyEP,Customer Testimonial,za,TABLET,SUGGESTED,11980,24439.3,8722,0.1314,212,,
2024-04-07,UC87327436416,L1bf6fFoRtk,,,MOBILE,,90175,27136.6,,0.2248,17885,335,320.6774
20241118,UC71654950986,KhYcGfFNKtp,,za,TABLET,SUGGESTED,95771,240155.2,624813,0.189,977,1430,477.7334
2024-08-24,UC68503792710,05B4Jo99mue,Brand Story 2024,RSA,TABLET,EXTERNAL,15536,40145.0,82722,0.0948,1829,698,65.3102
06/07/2024,UC71284949897,ujBMyo9Cgwo,Customer Testimonial,za,UNKNOWN,YT_SEARCH,20711,35726.2,84454,0.2288,3766,1009,46.3824
20240105,UC37853016192,MN-OJZ9yUtm,How It Works,,TV,,69102,39344.7,143061,0.0513,8851,1883,189.2683
"December 27, 2024",UC57034061870,pTC5a0dD6W9,Product Demo, South Africa,TABLET,,47379,140069.6,271999,0.025,5366,1717,197.883
11-11-2024,UC54428678146,mQnp3buPrCI,Customer Testimonial,south africa,UNKNOWN,PLAYLIST,25229,60818.8,201923,0.0468,4665,957,107.1452
"May 11, 2024",UC22104796019,t1LplGPMddq,,,TABLET,BROWSE,28110,12007.9,108264,0.0118,552,604,64.8072
,UC46588320451,ypM9JZSowpz,Brand Story 2024, South Africa,UNKNOWN,EXTERNAL,41029,115958.2,119129,0.0089,5600,,162.6935
24/10/2024,UC90782776685,dXewEzGqK2Q,,rsa,,EXTERNAL,95931,131223.3,12358,0.2281,7292,1053,254.0092
20240203,UC86410608568,t6RgVXkENAj,Product Demo,za,DESKTOP,,44780,121666.1,241099,0.2036,,640,
20241201,UC40040332976,c57XA_s2pkL,Product Demo,,DESKTOP,BROWSE,73718,,347727,0.144,9545,63,244.3794
