touchpoint_id,order_id,customer_id,touchpoint_date,channel,campaign_name,attribution_model,attributed_conversion,view_through_flag
TP-009215,ORD-2024-009215,CUST-004819,2024-04-08,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-009223,ORD-2024-009223,CUST-001653,2024-05-21,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009255,ORD-2024-009255,CUST-002512,2024-01-29,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009262,ORD-2024-009262,CUST-009326,2024-05-08,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-009265,ORD-2024-009265,CUST-004714,2024-04-18,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009267,ORD-2024-009267,CUST-007415,2024-01-15,Youtube,H1_Video_Awareness_Retail,last_click,1,true
TP-009270,ORD-2024-009270,CUST-002023,2024-03-05,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-009274,ORD-2024-009274,CUST-008634,2024-06-07,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-009284,ORD-2024-009284,CUST-003257,2024-02-03,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009290,ORD-2024-009290,CUST-002243,2024-01-10,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009299,ORD-2024-009299,CUST-009906,2024-04-15,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-009301,ORD-2024-009301,CUST-001710,2024-05-28,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-009308,ORD-2024-009308,CUST-008793,2024-01-30,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-009314,ORD-2024-009314,CUST-007756,2024-01-01,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-009324,ORD-2024-009324,CUST-004485,2024-06-16,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009341,ORD-2024-009341,CUST-002092,2024-02-09,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-009351,ORD-2024-009351,CUST-009980,2024-04-29,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-009352,ORD-2024-009352,CUST-005375,2024-03-25,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009363,ORD-2024-009363,CUST-008551,2023-12-31,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009375,ORD-2024-009375,CUST-005270,2024-01-05,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009379,ORD-2024-009379,CUST-001399,2023-12-26,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009393,ORD-2024-009393,CUST-005491,2024-05-23,Youtube,H1_Video_Awareness_Retail,last_click,1,true
TP-009394,ORD-2024-009394,CUST-007650,2024-06-04,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009409,ORD-2024-009409,CUST-010082,2024-05-01,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009414,ORD-2024-009414,CUST-004129,2024-03-04,Youtube,H1_Video_Awareness_Retail,last_click,1,true
TP-009415,ORD-2024-009415,CUST-002513,2024-04-13,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009426,ORD-2024-009426,CUST-003461,2024-04-09,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-009429,ORD-2024-009429,CUST-004664,2024-04-01,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009431,ORD-2024-009431,CUST-007539,2024-02-09,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009436,ORD-2024-009436,CUST-006196,2024-03-04,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009445,ORD-2024-009445,CUST-004123,2024-01-20,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-009448,ORD-2024-009448,CUST-009756,2024-06-01,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009451,ORD-2024-009451,CUST-001437,2024-01-13,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009452,ORD-2024-009452,CUST-001152,2024-03-19,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-009454,ORD-2024-009454,CUST-009858,2024-04-08,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-009464,ORD-2024-009464,CUST-000877,2024-04-24,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009478,ORD-2024-009478,CUST-007149,2024-05-07,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009480,ORD-2024-009480,CUST-009113,2024-04-06,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009486,ORD-2024-009486,CUST-000529,2024-03-22,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-009487,ORD-2024-009487,CUST-003128,2024-03-24,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009494,ORD-2024-009494,CUST-003291,2024-05-08,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009497,ORD-2024-009497,CUST-007140,2024-06-21,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-009502,ORD-2024-009502,CUST-002210,2024-02-09,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-009505,ORD-2024-009505,CUST-006710,2024-06-18,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-009529,ORD-2024-009529,CUST-007139,2024-06-25,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-009530,ORD-2024-009530,CUST-002679,2024-01-31,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009534,ORD-2024-009534,CUST-003686,2024-02-09,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-009535,ORD-2024-009535,CUST-005633,2024-04-22,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-009543,ORD-2024-009543,CUST-005147,2024-03-30,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009551,ORD-2024-009551,CUST-009549,2024-04-28,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-009557,ORD-2024-009557,CUST-000671,2024-02-05,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-009559,ORD-2024-009559,CUST-002789,2024-02-24,Youtube,H1_Video_Awareness_Retail,last_click,1,true
TP-009565,ORD-2024-009565,CUST-005955,2024-05-22,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-009586,ORD-2024-009586,CUST-008810,2023-12-29,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009588,ORD-2024-009588,CUST-002510,2024-01-13,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009594,ORD-2024-009594,CUST-005983,2024-01-18,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009602,ORD-2024-009602,CUST-009147,2024-04-21,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009630,ORD-2024-009630,CUST-008230,2024-05-11,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-009635,ORD-2024-009635,CUST-004598,2024-05-23,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-009646,ORD-2024-009646,CUST-002912,2024-02-17,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-009648,ORD-2024-009648,CUST-008580,2024-06-05,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009658,ORD-2024-009658,CUST-007364,2024-05-02,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009672,ORD-2024-009672,CUST-003469,2024-05-03,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009680,ORD-2024-009680,CUST-005311,2024-01-03,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-009686,ORD-2024-009686,CUST-001171,2024-01-15,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-009687,ORD-2024-009687,CUST-004848,2024-05-22,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009688,ORD-2024-009688,CUST-002713,2024-04-05,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-009695,ORD-2024-009695,CUST-005564,2024-03-29,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009697,ORD-2024-009697,CUST-005756,2024-04-09,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-009698,ORD-2024-009698,CUST-007144,2024-05-26,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009703,ORD-2024-009703,CUST-008492,2024-05-15,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009705,ORD-2024-009705,CUST-001750,2024-05-27,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009707,ORD-2024-009707,CUST-003865,2024-03-15,Youtube,H1_Video_Awareness_Retail,last_click,1,true
TP-009710,ORD-2024-009710,CUST-003795,2024-02-16,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009723,ORD-2024-009723,CUST-002769,2024-05-05,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009725,ORD-2024-009725,CUST-008692,2024-05-10,CM360,H1_Display_MidFunnel_Retail,last_click,0,false
TP-009738,ORD-2024-009738,CUST-000777,2024-03-11,Youtube,H1_Video_Awareness_Retail,last_click,1,true
TP-009744,ORD-2024-009744,CUST-002971,2024-01-09,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-009774,ORD-2024-009774,CUST-002708,2024-04-03,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009782,ORD-2024-009782,CUST-003782,2024-06-07,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009783,ORD-2024-009783,CUST-008249,2024-06-06,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-009784,ORD-2024-009784,CUST-008528,2024-01-28,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-009791,ORD-2024-009791,CUST-008077,2024-03-17,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-009805,ORD-2024-009805,CUST-008450,2024-04-21,Youtube,H1_Video_Awareness_Retail,last_click,1,true
TP-009808,ORD-2024-009808,CUST-000662,2024-06-20,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009815,ORD-2024-009815,CUST-001483,2024-04-09,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009823,ORD-2024-009823,CUST-003185,2024-03-16,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009824,ORD-2024-009824,CUST-007241,2024-02-13,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-009831,ORD-2024-009831,CUST-001070,2024-03-22,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-009832,ORD-2024-009832,CUST-001143,2024-05-06,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009834,ORD-2024-009834,CUST-004536,2024-02-25,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009839,ORD-2024-009839,CUST-007104,2024-03-16,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009842,ORD-2024-009842,CUST-003881,2024-03-20,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-009843,ORD-2024-009843,CUST-004962,2024-05-25,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009847,ORD-2024-009847,CUST-000473,2024-03-29,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009849,ORD-2024-009849,CUST-000005,2024-02-09,Youtube,H1_Video_Awareness_Retail,last_click,1,true
TP-009864,ORD-2024-009864,CUST-002090,2024-01-16,Google Ads,H1_Search_Core_Retail,last_click,0,false
TP-009872,ORD-2024-009872,CUST-006763,2024-03-28,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009874,ORD-2024-009874,CUST-001867,2024-01-10,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-009889,ORD-2024-009889,CUST-001215,2024-06-03,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009892,ORD-2024-009892,CUST-007978,2024-02-07,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009893,ORD-2024-009893,CUST-004680,2024-05-28,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-009910,ORD-2024-009910,CUST-009940,2024-05-22,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009921,ORD-2024-009921,CUST-000125,2024-02-11,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-009928,ORD-2024-009928,CUST-005125,2024-06-25,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-009930,ORD-2024-009930,CUST-002742,2024-03-09,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-009949,ORD-2024-009949,CUST-006759,2024-05-12,Youtube,H1_Video_Awareness_Retail,last_click,1,true
TP-009950,ORD-2024-009950,CUST-004308,2024-06-01,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-009951,ORD-2024-009951,CUST-009937,2024-02-19,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-009960,ORD-2024-009960,CUST-000156,2024-06-18,CM360,H1_Display_MidFunnel_Retail,last_click,0,false
TP-009963,ORD-2024-009963,CUST-003062,2024-04-02,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-009970,ORD-2024-009970,CUST-006612,2024-06-03,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-009981,ORD-2024-009981,CUST-007358,2024-05-31,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-009982,ORD-2024-009982,CUST-008972,2024-02-03,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-009984,ORD-2024-009984,CUST-004224,2024-06-20,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-009990,ORD-2024-009990,CUST-000626,2023-12-31,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-010003,ORD-2024-010003,CUST-002845,2024-05-02,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-010009,ORD-2024-010009,CUST-005750,2024-03-25,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-010021,ORD-2024-010021,CUST-010108,2024-03-19,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-010024,ORD-2024-010024,CUST-007944,2024-04-14,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010030,ORD-2024-010030,CUST-006996,2024-05-28,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-010037,ORD-2024-010037,CUST-005155,2024-06-17,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010039,ORD-2024-010039,CUST-008790,2023-12-29,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010047,ORD-2024-010047,CUST-003774,2024-02-05,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010048,ORD-2024-010048,CUST-001107,2024-03-01,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010059,ORD-2024-010059,CUST-006548,2024-03-19,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010066,ORD-2024-010066,CUST-005394,2024-05-08,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-010068,ORD-2024-010068,CUST-006342,2024-04-02,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010071,ORD-2024-010071,CUST-008253,2024-04-28,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-010073,ORD-2024-010073,CUST-006054,2024-01-17,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010077,ORD-2024-010077,CUST-005864,2024-03-27,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-010078,ORD-2024-010078,CUST-006451,2024-06-14,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-010082,ORD-2024-010082,CUST-001858,2024-03-03,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-010089,ORD-2024-010089,CUST-000223,2024-06-18,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010096,ORD-2024-010096,CUST-006058,2024-05-20,Youtube,H1_Video_Awareness_Retail,last_click,1,true
TP-010101,ORD-2024-010101,CUST-003075,2024-02-29,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-010108,ORD-2024-010108,CUST-004506,2024-04-18,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-010109,ORD-2024-010109,CUST-000261,2024-03-25,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-010111,ORD-2024-010111,CUST-000717,2024-04-07,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010125,ORD-2024-010125,CUST-000021,2024-03-15,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010128,ORD-2024-010128,CUST-002001,2024-05-11,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010134,ORD-2024-010134,CUST-007262,2024-04-14,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010139,ORD-2024-010139,CUST-001480,2024-02-07,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010141,ORD-2024-010141,CUST-007854,2024-03-08,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-010143,ORD-2024-010143,CUST-007194,2024-04-27,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-010148,ORD-2024-010148,CUST-009978,2024-05-14,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-010170,ORD-2024-010170,CUST-007065,2024-05-06,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010174,ORD-2024-010174,CUST-010250,2024-03-11,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-010177,ORD-2024-010177,CUST-006490,2024-06-21,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010181,ORD-2024-010181,CUST-005910,2024-04-26,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010187,ORD-2024-010187,CUST-000352,2024-01-11,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010188,ORD-2024-010188,CUST-007329,2024-04-13,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010195,ORD-2024-010195,CUST-002858,2024-03-30,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-010197,ORD-2024-010197,CUST-002278,2024-06-27,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010209,ORD-2024-010209,CUST-002386,2024-05-22,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-010222,ORD-2024-010222,CUST-005856,2024-03-28,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-010229,ORD-2024-010229,CUST-002192,2024-06-04,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-010234,ORD-2024-010234,CUST-005080,2024-05-11,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-010235,ORD-2024-010235,CUST-003536,2024-02-21,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010240,ORD-2024-010240,CUST-010148,2024-06-13,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-010245,ORD-2024-010245,CUST-005579,2024-03-12,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-010250,ORD-2024-010250,CUST-002983,2024-05-07,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-010255,ORD-2024-010255,CUST-008334,2024-04-18,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010256,ORD-2024-010256,CUST-007593,2024-05-22,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010258,ORD-2024-010258,CUST-000471,2024-04-20,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-010261,ORD-2024-010261,CUST-007808,2023-12-29,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010266,ORD-2024-010266,CUST-006659,2024-01-05,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010270,ORD-2024-010270,CUST-002112,2024-04-17,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-010272,ORD-2024-010272,CUST-002267,2024-04-21,Youtube,H1_Video_Awareness_Retail,last_click,1,true
TP-010279,ORD-2024-010279,CUST-008222,2024-05-20,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010294,ORD-2024-010294,CUST-001649,2024-05-13,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010299,ORD-2024-010299,CUST-010173,2024-02-13,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-010311,ORD-2024-010311,CUST-008601,2024-04-28,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010315,ORD-2024-010315,CUST-006581,2024-03-20,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-010316,ORD-2024-010316,CUST-005358,2024-04-05,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-010318,ORD-2024-010318,CUST-003731,2024-06-05,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010321,ORD-2024-010321,CUST-003444,2024-05-21,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-010323,ORD-2024-010323,CUST-008695,2024-06-20,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-010355,ORD-2024-010355,CUST-005401,2024-05-18,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010356,ORD-2024-010356,CUST-007504,2024-02-24,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010359,ORD-2024-010359,CUST-000620,2024-04-07,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-010379,ORD-2024-010379,CUST-007744,2024-06-17,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010394,ORD-2024-010394,CUST-009334,2024-01-08,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-010397,ORD-2024-010397,CUST-002027,2024-05-20,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010401,ORD-2024-010401,CUST-005387,2024-01-06,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-010407,ORD-2024-010407,CUST-001258,2024-01-29,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-010421,ORD-2024-010421,CUST-008421,2024-02-23,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010429,ORD-2024-010429,CUST-002070,2024-03-11,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-010433,ORD-2024-010433,CUST-002119,2024-05-09,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010438,ORD-2024-010438,CUST-002087,2024-01-25,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-010467,ORD-2024-010467,CUST-009666,2024-04-01,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010468,ORD-2024-010468,CUST-010127,2024-02-26,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-010470,ORD-2024-010470,CUST-004373,2024-06-14,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-010473,ORD-2024-010473,CUST-010207,2024-01-13,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-010501,ORD-2024-010501,CUST-002626,2024-04-14,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010518,ORD-2024-010518,CUST-002939,2024-04-16,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-010520,ORD-2024-010520,CUST-007516,2024-04-04,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-010540,ORD-2024-010540,CUST-007573,2024-06-23,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-010545,ORD-2024-010545,CUST-009321,2024-05-27,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010547,ORD-2024-010547,CUST-007083,2024-06-04,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-010551,ORD-2024-010551,CUST-006491,2024-06-22,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010554,ORD-2024-010554,CUST-009126,2024-06-18,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010564,ORD-2024-010564,CUST-000145,2024-02-06,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010565,ORD-2024-010565,CUST-006457,2024-02-22,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010568,ORD-2024-010568,CUST-003625,2024-04-03,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010572,ORD-2024-010572,CUST-004047,2024-02-20,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-010586,ORD-2024-010586,CUST-000175,2024-03-22,Youtube,H1_Video_Awareness_Retail,last_click,1,true
TP-010596,ORD-2024-010596,CUST-003725,2024-02-13,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-010598,ORD-2024-010598,CUST-004246,2024-03-25,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-010603,ORD-2024-010603,CUST-002207,2024-05-13,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010604,ORD-2024-010604,CUST-004345,2024-01-31,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-010617,ORD-2024-010617,CUST-006668,2024-03-21,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-010621,ORD-2024-010621,CUST-005109,2024-03-19,Youtube,H1_Video_Awareness_Retail,last_click,1,true
TP-010622,ORD-2024-010622,CUST-002053,2024-06-22,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-010623,ORD-2024-010623,CUST-003307,2024-05-22,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-010625,ORD-2024-010625,CUST-007777,2024-06-19,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-010635,ORD-2024-010635,CUST-004909,2024-03-16,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010643,ORD-2024-010643,CUST-003820,2024-03-16,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010644,ORD-2024-010644,CUST-009621,2024-04-28,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010648,ORD-2024-010648,CUST-010050,2024-06-25,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010653,ORD-2024-010653,CUST-001635,2024-01-08,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010667,ORD-2024-010667,CUST-001529,2024-05-10,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-010672,ORD-2024-010672,CUST-000492,2024-02-24,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010678,ORD-2024-010678,CUST-003087,2024-06-18,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-010680,ORD-2024-010680,CUST-000152,2024-06-20,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-010681,ORD-2024-010681,CUST-010216,2024-04-10,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010682,ORD-2024-010682,CUST-003342,2024-03-14,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-010705,ORD-2024-010705,CUST-006852,2024-04-15,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010706,ORD-2024-010706,CUST-005193,2024-02-18,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-010709,ORD-2024-010709,CUST-001391,2024-04-24,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-010722,ORD-2024-010722,CUST-010035,2024-02-02,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-010736,ORD-2024-010736,CUST-003211,2024-06-12,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010739,ORD-2024-010739,CUST-003000,2024-01-08,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-010749,ORD-2024-010749,CUST-000119,2024-03-03,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010753,ORD-2024-010753,CUST-009316,2024-06-25,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-010757,ORD-2024-010757,CUST-003892,2024-05-25,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010763,ORD-2024-010763,CUST-001725,2024-02-21,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-010779,ORD-2024-010779,CUST-002117,2024-04-20,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-010789,ORD-2024-010789,CUST-000340,2024-03-16,Google Ads,H1_Search_Core_Retail,last_click,1,false
